"cid","tid","aid","sid","idx","x1","z1","x2","z2","c1","c2","A1","B1","C1","xmn","xmx","zmn","zmx","det","xi","zi"
2288,1,2,9,44,-24.92,6.1,-22.76,2.1,"ww","ww",-4,-2.16,86.504,-24.921,-22.759,2.099,6.101,-1.91965425642084,-23.1112097600836,2.75038844459931
2288,1,2,9,331,-19,-4.8,-32.1,19.48,"iw","wi",24.28,13.1,-524.2,-32.101,-18.999,-4.801,19.481,11.6408798814937,-23.116742070662,2.83011431112005
2288,1,2,34,1,-38.28,24.5,-19.8,-9.82,"ww","ww",-34.32,-18.48,861.0096,-38.281,-19.799,-9.821,24.501,-43.6552741166034,-26.1140955174141,1.90617738948336
2288,1,2,34,330,-38.28,24.5,-19.79,-9.75,"iw","wi",-34.25,-18.49,858.085,-38.281,-19.789,-9.751,24.501,-43.5682641779891,-26.0832026280031,1.90723039530058
2289,1,0,34,9,-21.73,12.5,-16.1,2.1,"ww","ww",-10.4,-5.63,155.617,-21.731,-16.099,2.099,12.501,0.908365328977191,-17.8022098858601,5.24440192059414
2289,1,0,35,9,-21.73,12.5,-16.1,2.1,"ww","ww",-10.4,-5.63,155.617,-21.731,-16.099,2.099,12.501,-0.602644477908562,-17.6011668686491,4.8730258319627
2289,1,0,37,9,-21.73,12.5,-16.1,2.1,"ww","ww",-10.4,-5.63,155.617,-21.731,-16.099,2.099,12.501,2.64232680158607,-16.4792083966332,2.80049153196895
2289,1,0,37,10,-16.1,2.1,-8.1,2.1,"ww","ww",0,-8,-16.8,-16.101,-8.099,2.099,2.101,-7.06439086826209,-15.8984553163865,2.1
2289,1,1,8,43,-21.4,7.96,-24.92,6.1,"ww","ww",-1.86,3.52,67.8232,-24.921,-21.399,6.099,7.961,-3.37750308938388,-24.2885511845957,6.4336632945034
2289,1,1,8,49,-24.93,6.11,-21.38,7.96,"ww","ww",1.85,-3.55,-67.811,-24.931,-21.379,6.109,7.961,3.38336570280383,-24.2984249470733,6.43913066138432
2289,1,1,9,48,-28.45,12.65,-24.93,6.11,"ww","ww",-6.54,-3.52,141.535,-28.451,-24.929,6.109,12.651,-4.42810940252265,-25.4086314045722,6.99927539372224
2289,1,1,9,331,-19,-4.8,-32.1,19.48,"iw","wi",24.28,13.1,-524.2,-32.101,-18.999,-4.801,19.481,16.425230487354,-25.3509723554043,6.97111517474934
2289,1,1,32,48,-28.45,12.65,-24.93,6.11,"ww","ww",-6.54,-3.52,141.535,-28.451,-24.929,6.109,12.651,4.86625568047067,-25.6925983042743,7.52687298578237
2289,1,1,32,331,-19,-4.8,-32.1,19.48,"iw","wi",24.28,13.1,-524.2,-32.101,-18.999,-4.801,19.481,-18.0856921776373,-25.669371555248,7.56124743216962
2289,1,1,36,45,-21.38,7.96,-24.28,13.37,"ww","wd",5.41,2.9,-92.5818,-24.281,-21.379,7.959,13.371,-6.52919988886364,-23.3276746443947,11.5934206297156
2289,1,2,9,38,-19.22,3.96,-22.76,2.1,"ww","ww",-1.86,3.54,49.7676,-22.761,-19.219,2.099,3.961,3.74161612923413,-22.090488626193,2.45177716250875
2289,1,2,9,40,-22.76,2.1,-19.21,3.97,"ww","ww",1.87,-3.55,-50.0162,-22.761,-19.209,2.099,3.971,-3.75252149419171,-22.0905485433923,2.45264062643842
2289,1,2,32,39,-22.76,2.1,-20.54,-2,"ww","ww",-4.1,-2.22,88.654,-22.761,-20.539,-2.001,2.101,-2.90955672686297,-22.7045836255409,1.99765444356645
2289,1,2,32,331,-19,-4.8,-32.1,19.48,"iw","wi",24.28,13.1,-524.2,-32.101,-18.999,-4.801,19.481,17.2326926859967,-22.6661299153553,1.99493391945242
2289,1,2,35,1,-38.28,24.5,-19.8,-9.82,"ww","ww",-34.32,-18.48,861.0096,-38.281,-19.799,-9.821,24.501,-41.1643462622096,-26.139713454495,1.95375355834793
2289,1,2,35,330,-38.28,24.5,-19.79,-9.75,"iw","wi",-34.25,-18.49,858.085,-38.281,-19.789,-9.751,24.501,-41.076325985074,-26.1071151829168,1.95152487911838
2290,1,0,7,41,-19.21,3.97,-20.76,6.81,"ww","wd",2.84,1.55,-48.4029,-20.761,-19.209,3.969,6.811,-2.63191401004367,-20.5909866966791,6.50032401197968
2290,1,0,9,9,-21.73,12.5,-16.1,2.1,"ww","ww",-10.4,-5.63,155.617,-21.731,-16.099,2.099,12.501,12.0324641527195,-19.020309931157,7.49453344298984
2290,1,0,37,10,-16.1,2.1,-8.1,2.1,"ww","ww",0,-8,-16.8,-16.101,-8.099,2.099,2.101,-7.06439086826209,-14.8984553163865,2.1
2290,1,1,9,43,-21.4,7.96,-24.92,6.1,"ww","ww",-1.86,3.52,67.8232,-24.921,-21.399,6.099,7.961,-3.28755088303377,-23.7899621506353,6.69712227267564
2290,1,1,9,49,-24.93,6.11,-21.38,7.96,"ww","ww",1.85,-3.55,-67.811,-24.931,-21.379,6.109,7.961,3.29182366903684,-23.7968782762988,6.70050005319642
2290,1,1,35,45,-21.38,7.96,-24.28,13.37,"ww","wd",5.41,2.9,-92.5818,-24.281,-21.379,7.959,13.371,-6.77135283890673,-22.8687012025494,10.7371977606179
2290,1,1,37,53,-21.67,15.05,-21.67,12.49,"ww","ww",-2.56,0,55.4752,-21.671,-21.669,12.489,15.051,1.02064704070605,-21.67,12.9969399119493
2290,1,1,38,53,-21.67,15.05,-21.67,12.49,"ww","ww",-2.56,0,55.4752,-21.671,-21.669,12.489,15.051,-0.768172945443212,-21.67,13.6206667576525
2290,1,2,9,38,-19.22,3.96,-22.76,2.1,"ww","ww",-1.86,3.54,49.7676,-22.761,-19.219,2.099,3.961,3.74161612923413,-21.12566608228,2.95871782117492
2290,1,2,9,40,-22.76,2.1,-19.21,3.97,"ww","ww",1.87,-3.55,-50.0162,-22.761,-19.209,2.099,3.971,-3.75252149419171,-21.1258123452337,2.96082560969383
2290,1,2,33,39,-22.76,2.1,-20.54,-2,"ww","ww",-4.1,-2.22,88.654,-22.761,-20.539,-2.001,2.101,-4.87368917157373,-22.6876652335907,1.96640876473961
2290,1,2,33,331,-19,-4.8,-32.1,19.48,"iw","wi",24.28,13.1,-524.2,-32.101,-18.999,-4.801,19.481,28.8583495708399,-22.6519590172797,1.96866907935506
2290,1,2,36,1,-38.28,24.5,-19.8,-9.82,"ww","ww",-34.32,-18.48,861.0096,-38.281,-19.799,-9.821,24.501,-42.2476030577504,-26.1603962506876,1.99216446556273
2290,1,2,36,330,-38.28,24.5,-19.79,-9.75,"iw","wi",-34.25,-18.49,858.085,-38.281,-19.789,-9.751,24.501,-42.1605833247552,-26.1288095421057,1.99171048226723
2291,1,0,6,41,-19.21,3.97,-20.76,6.81,"ww","wd",2.84,1.55,-48.4029,-20.761,-19.209,3.969,6.811,-0.962519209191688,-20.2995714385241,5.96637605510225
2291,1,0,8,9,-21.73,12.5,-16.1,2.1,"ww","ww",-10.4,-5.63,155.617,-21.731,-16.099,2.099,12.501,11.9740366638546,-18.757166634538,7.00844280625143
2291,1,0,37,10,-16.1,2.1,-8.1,2.1,"ww","ww",0,-8,-16.8,-16.101,-8.099,2.099,2.101,-7.06439086826209,-13.8984553163865,2.1
2291,1,1,9,43,-21.4,7.96,-24.92,6.1,"ww","ww",-1.86,3.52,67.8232,-24.921,-21.399,6.099,7.961,-3.28755088303377,-23.3096400797211,6.95092882151103
2291,1,1,9,49,-24.93,6.11,-21.38,7.96,"ww","ww",1.85,-3.55,-67.811,-24.931,-21.379,6.109,7.961,3.29182366903684,-23.3130913228172,6.95261438106707
2291,1,1,34,45,-21.38,7.96,-24.28,13.37,"ww","wd",5.41,2.9,-92.5818,-24.281,-21.379,7.959,13.371,-6.378058975051,-22.4117373865321,9.88472388315119
2291,1,1,36,9,-21.73,12.5,-16.1,2.1,"ww","ww",-10.4,-5.63,155.617,-21.731,-16.099,2.099,12.501,12.6102602915321,-21.2813006273843,11.6711414786496
2291,1,1,37,8,-8.1,12.5,-21.73,12.5,"ww","ww",0,13.63,170.375,-21.731,-8.099,12.499,12.501,-14.6596912590477,-20.8542088647168,12.5
2291,1,1,37,54,-21.67,12.49,-16.71,12.49,"ww","ww",0,-4.96,-61.9504,-21.671,-16.709,12.489,12.491,5.33470789764317,-20.8579157286714,12.49
2291,1,1,39,52,-17.85,15.05,-21.67,15.05,"hw","ww",0,3.82,57.491,-21.671,-17.849,15.049,15.051,-4.20331115777899,-21.345132401313,15.05
2291,1,2,8,38,-19.22,3.96,-22.76,2.1,"ww","ww",-1.86,3.54,49.7676,-22.761,-19.219,2.099,3.961,3.62113053281102,-20.1582234367335,3.46703514341119
2291,1,2,8,40,-22.76,2.1,-19.21,3.97,"ww","ww",1.87,-3.55,-50.0162,-22.761,-19.209,2.099,3.971,-3.63144580489833,-20.1582851164097,3.4704807978349
2291,1,2,34,39,-22.76,2.1,-20.54,-2,"ww","ww",-4.1,-2.22,88.654,-22.761,-20.539,-2.001,2.101,-5.21575197851309,-22.6633707952912,1.92154065797031
2291,1,2,34,331,-19,-4.8,-32.1,19.48,"iw","wi",24.28,13.1,-524.2,-32.101,-18.999,-4.801,19.481,30.8854391492769,-22.6271966716051,1.92277367836434
2291,1,2,37,1,-38.28,24.5,-19.8,-9.82,"ww","ww",-34.32,-18.48,861.0096,-38.281,-19.799,-9.821,24.501,-42.3662387742035,-26.1364896878392,1.94776656313001
2291,1,2,37,330,-38.28,24.5,-19.79,-9.75,"iw","wi",-34.25,-18.49,858.085,-38.281,-19.789,-9.751,24.501,-42.2890080784105,-26.107729324528,1.95266248594286
2372,1,0,6,43,-21.4,7.96,-24.92,6.1,"ww","ww",-1.86,3.52,67.8232,-24.921,-21.399,6.099,7.961,-0.447501738050005,-23.3162355685348,6.94744370526287
2372,1,0,6,49,-24.93,6.11,-21.38,7.96,"ww","ww",1.85,-3.55,-67.811,-24.931,-21.379,6.109,7.961,0.456723940194334,-23.3104921554501,6.95396887673727
2372,1,0,9,45,-21.38,7.96,-24.28,13.37,"ww","wd",5.41,2.9,-92.5818,-24.281,-21.379,7.959,13.371,-6.24281261377955,-21.4950725221049,8.17466977399578
2372,1,0,38,9,-21.73,12.5,-16.1,2.1,"ww","ww",-10.4,-5.63,155.617,-21.731,-16.099,2.099,12.501,9.17364798799343,-16.5609467537628,2.95148245810532
2372,1,1,6,43,-21.4,7.96,-24.92,6.1,"ww","ww",-1.86,3.52,67.8232,-24.921,-21.399,6.099,7.961,-0.796819649524139,-23.7821809086075,6.70123395170172
2372,1,1,6,49,-24.93,6.11,-21.38,7.96,"ww","ww",1.85,-3.55,-67.811,-24.931,-21.379,6.109,7.961,0.795585379911619,-23.7917736947921,6.70316018722104
2372,1,1,9,48,-28.45,12.65,-24.93,6.11,"ww","ww",-6.54,-3.52,141.535,-28.451,-24.929,6.109,12.651,-4.42810940252265,-25.7821871759643,7.69332503716093
2372,1,1,9,331,-19,-4.8,-32.1,19.48,"iw","wi",24.28,13.1,-524.2,-32.101,-18.999,-4.801,19.481,16.425230487354,-25.7257649078992,7.66576885219795
2372,1,1,32,48,-28.45,12.65,-24.93,6.11,"ww","ww",-6.54,-3.52,141.535,-28.451,-24.929,6.109,12.651,4.86625568047067,-26.435564491091,8.90727038969747
2372,1,1,32,331,-19,-4.8,-32.1,19.48,"iw","wi",24.28,13.1,-524.2,-32.101,-18.999,-4.801,19.481,-18.0856921776373,-26.4133450614813,8.94015405288293
2372,1,1,36,45,-21.38,7.96,-24.28,13.37,"ww","wd",5.41,2.9,-92.5818,-24.281,-21.379,7.959,13.371,-6.52919988886364,-24.0832800131157,13.0030154727435
2372,1,2,31,331,-19,-4.8,-32.1,19.48,"iw","wi",24.28,13.1,-524.2,-32.101,-18.999,-4.801,19.481,0.84438056128584,-23.1869698225914,2.96027689255871
2372,1,2,32,44,-24.92,6.1,-22.76,2.1,"ww","ww",-4,-2.16,86.504,-24.921,-22.759,2.099,6.101,-2.83889752519511,-23.2264674817295,2.96382866986946
2372,1,2,35,1,-38.28,24.5,-19.8,-9.82,"ww","ww",-34.32,-18.48,861.0096,-38.281,-19.799,-9.821,24.501,-41.1643462622096,-26.6605347235806,2.92099305807825
2372,1,2,35,330,-38.28,24.5,-19.79,-9.75,"iw","wi",-34.25,-18.49,858.085,-38.281,-19.789,-9.751,24.501,-41.076325985074,-26.6293349258447,2.91885998973403
2373,1,0,8,42,-21.27,7.7,-21.4,7.96,"hw","ww",0.26,0.129999999999999,-4.5292,-21.401,-21.269,7.699,7.961,-0.293735079692846,-21.2699963062063,7.69999261241257
2373,1,0,10,9,-21.73,12.5,-16.1,2.1,"ww","ww",-10.4,-5.63,155.617,-21.731,-16.099,2.099,12.501,3.05495782951457,-19.669501081548,8.69374977763751
2373,1,1,7,43,-21.4,7.96,-24.92,6.1,"ww","ww",-1.86,3.52,67.8232,-24.921,-21.399,6.099,7.961,-2.6407899119837,-23.347061188773,6.93115516729611
2373,1,1,7,49,-24.93,6.11,-21.38,7.96,"ww","ww",1.85,-3.55,-67.811,-24.931,-21.379,6.109,7.961,2.64440480057274,-23.3507464803824,6.93299127078666
2373,1,1,35,45,-21.38,7.96,-24.28,13.37,"ww","wd",5.41,2.9,-92.5818,-24.281,-21.379,7.959,13.371,-6.77135283890673,-23.6105729308947,12.1211722607381
2373,1,2,33,44,-24.92,6.1,-22.76,2.1,"ww","ww",-4,-2.16,86.504,-24.921,-22.759,2.099,6.101,-4.75439282143351,-23.2430590100784,2.99455372236739
2373,1,2,33,331,-19,-4.8,-32.1,19.48,"iw","wi",24.28,13.1,-524.2,-32.101,-18.999,-4.801,19.481,28.8583495708399,-23.2067051465957,2.99685503506437
2373,1,2,36,1,-38.28,24.5,-19.8,-9.82,"ww","ww",-34.32,-18.48,861.0096,-38.281,-19.799,-9.821,24.501,-42.2476030577504,-26.6952580402729,2.98547921764975
2373,1,2,36,330,-38.28,24.5,-19.79,-9.75,"iw","wi",-34.25,-18.49,858.085,-38.281,-19.789,-9.751,24.501,-42.1605833247552,-26.6650653148467,2.98504526952396
2374,1,0,9,9,-21.73,12.5,-16.1,2.1,"ww","ww",-10.4,-5.63,155.617,-21.731,-16.099,2.099,12.501,12.0324641527195,-19.4169809367793,8.22728272513406
2374,1,1,8,43,-21.4,7.96,-24.92,6.1,"ww","ww",-1.86,3.52,67.8232,-24.921,-21.399,6.099,7.961,-3.37750308938388,-22.8527547990167,7.19235115733779
2374,1,1,8,49,-24.93,6.11,-21.38,7.96,"ww","ww",1.85,-3.55,-67.811,-24.931,-21.379,6.109,7.961,3.38336570280383,-22.8529007771783,7.1924319893578
2374,1,1,35,45,-21.38,7.96,-24.28,13.37,"ww","wd",5.41,2.9,-92.5818,-24.281,-21.379,7.959,13.371,-6.77135283890673,-23.1669370542619,11.2935618839851
2374,1,1,37,53,-21.67,15.05,-21.67,12.49,"ww","ww",-2.56,0,55.4752,-21.671,-21.669,12.489,15.051,1.02064704070605,-21.67,13.9969399119493
2374,1,1,38,53,-21.67,15.05,-21.67,12.49,"ww","ww",-2.56,0,55.4752,-21.671,-21.669,12.489,15.051,-0.768172945443212,-21.67,14.6206667576525
2374,1,2,13,38,-19.22,3.96,-22.76,2.1,"ww","ww",-1.86,3.54,49.7676,-22.761,-19.219,2.099,3.961,0.238528056741951,-21.084177501153,2.98051690617385
2374,1,2,13,40,-22.76,2.1,-19.21,3.97,"ww","ww",1.87,-3.55,-50.0162,-22.761,-19.209,2.099,3.971,-0.239660441937292,-21.0873840956918,2.98106809607221
2374,1,2,18,38,-19.22,3.96,-22.76,2.1,"ww","ww",-1.86,3.54,49.7676,-22.761,-19.219,2.099,3.961,-0.243718654104976,-21.02883139694,3.00959706262474
2374,1,2,18,40,-22.76,2.1,-19.21,3.97,"ww","ww",1.87,-3.55,-50.0162,-22.761,-19.209,2.099,3.971,0.244429987597792,-21.0289933215093,3.0118260531768
2374,1,2,21,40,-22.76,2.1,-19.21,3.97,"ww","ww",1.87,-3.55,-50.0162,-22.761,-19.209,2.099,3.971,-0.0617036901070185,-21.1250234194908,2.96124118466261
2374,1,2,22,38,-19.22,3.96,-22.76,2.1,"ww","ww",-1.86,3.54,49.7676,-22.761,-19.219,2.099,3.961,0.0800704132710454,-21.1239189415631,2.95963581036514
2374,1,2,22,40,-22.76,2.1,-19.21,3.97,"ww","ww",1.87,-3.55,-50.0162,-22.761,-19.209,2.099,3.971,-0.0803786275397447,-21.1255885678031,2.9609434868192
2374,1,2,25,38,-19.22,3.96,-22.76,2.1,"ww","ww",-1.86,3.54,49.7676,-22.761,-19.219,2.099,3.961,-0.161747928324698,-21.1414622504247,2.95041813960736
2374,1,2,25,40,-22.76,2.1,-19.21,3.97,"ww","ww",1.87,-3.55,-50.0162,-22.761,-19.209,2.099,3.971,0.162285777671078,-21.14226943891,2.95215666175725
2374,1,2,34,44,-24.92,6.1,-22.76,2.1,"ww","ww",-4,-2.16,86.504,-24.921,-22.759,2.099,6.101,-5.08828929133628,-23.2119410962881,2.936927956089
2374,1,2,34,331,-19,-4.8,-32.1,19.48,"iw","wi",24.28,13.1,-524.2,-32.101,-18.999,-4.801,19.481,30.8854391492769,-23.1750506040666,2.93818539440732
2374,1,2,36,1,-38.28,24.5,-19.8,-9.82,"ww","ww",-34.32,-18.48,861.0096,-38.281,-19.799,-9.821,24.501,-42.2476030577504,-26.7030574961714,2.9999639214612
2374,1,2,36,330,-38.28,24.5,-19.79,-9.75,"iw","wi",-34.25,-18.49,858.085,-38.281,-19.789,-9.751,24.501,-42.1605833247552,-26.6728850980715,2.99953026549205
2458,1,0,6,42,-21.27,7.7,-21.4,7.96,"hw","ww",0.26,0.129999999999999,-4.5292,-21.401,-21.269,7.699,7.961,-0.0852893031171828,-21.3656510466806,7.89130209336124
2458,1,0,8,9,-21.73,12.5,-16.1,2.1,"ww","ww",-10.4,-5.63,155.617,-21.731,-16.099,2.099,12.501,11.9740366638546,-19.8195475849583,8.97092271466547
2458,1,1,6,43,-21.4,7.96,-24.92,6.1,"ww","ww",-1.86,3.52,67.8232,-24.921,-21.399,6.099,7.961,-0.796819649524139,-21.8600984079945,7.71687981850288
2458,1,1,6,49,-24.93,6.11,-21.38,7.96,"ww","ww",1.85,-3.55,-67.811,-24.931,-21.379,6.109,7.961,0.795585379911619,-21.8503024801252,7.71491279204742
2458,1,1,34,45,-21.38,7.96,-24.28,13.37,"ww","wd",5.41,2.9,-92.5818,-24.281,-21.379,7.959,13.371,-6.378058975051,-23.4476716563,11.8172771243389
2458,1,1,37,52,-17.85,15.05,-21.67,15.05,"hw","ww",0,3.82,57.491,-21.671,-17.849,15.049,15.051,-4.10858551794293,-21.6503313472181,15.05
2458,1,1,37,53,-21.67,15.05,-21.67,12.49,"ww","ww",-2.56,0,55.4752,-21.671,-21.669,12.489,15.051,1.02064704070605,-21.67,14.9969399119493
2458,1,2,34,44,-24.92,6.1,-22.76,2.1,"ww","ww",-4,-2.16,86.504,-24.921,-22.759,2.099,6.101,-5.08828929133628,-23.7421813463145,3.91885434502685
2458,1,2,34,331,-19,-4.8,-32.1,19.48,"iw","wi",24.28,13.1,-524.2,-32.101,-18.999,-4.801,19.481,30.8854391492769,-23.7048460857084,3.92012694358772
2458,1,2,37,1,-38.28,24.5,-19.8,-9.82,"ww","ww",-34.32,-18.48,861.0096,-38.281,-19.799,-9.821,24.501,-42.3662387742035,-27.2069538006659,3.93577134409391
2458,1,2,37,330,-38.28,24.5,-19.79,-9.75,"iw","wi",-34.25,-18.49,858.085,-38.281,-19.789,-9.751,24.501,-42.2890080784105,-27.1807286957771,3.9402356857959
