"cid","tid","aid","sid","idx","x1","z1","x2","z2","c1","c2","A1","B1","C1","xmn","xmx","zmn","zmx","det","xi","zi"
2205,1,2,8,40,-22.76,2.1,-19.21,3.97,"ww","ww",1.87,-3.55,-50.0162,-22.761,-19.209,2.099,3.971,-3.63144580489833,-22.1573359995922,2.41745962838381
2205,1,2,12,331,-19,-4.8,-32.1,19.48,"iw","wi",24.28,13.1,-524.2,-32.101,-18.999,-4.801,19.481,1.68123061321904,-22.1254092436956,0.992743239460276
2205,1,2,13,331,-19,-4.8,-32.1,19.48,"iw","wi",24.28,13.1,-524.2,-32.101,-18.999,-4.801,19.481,-2.12855812269848,-22.1223531796918,0.987079023123447
2205,1,2,21,331,-19,-4.8,-32.1,19.48,"iw","wi",24.28,13.1,-524.2,-32.101,-18.999,-4.801,19.481,0.547983017809113,-22.1174633246197,0.978015994027908
2205,1,2,23,39,-22.76,2.1,-20.54,-2,"ww","ww",-4.1,-2.22,88.654,-22.761,-20.539,-2.001,2.101,-0.112356658844316,-22.13566587301,0.946950486189577
2205,1,2,24,39,-22.76,2.1,-20.54,-2,"ww","ww",-4.1,-2.22,88.654,-22.761,-20.539,-2.001,2.101,-0.0195604188727466,-22.1355550921299,0.946745890870442
2205,1,2,35,1,-38.28,24.5,-19.8,-9.82,"ww","ww",-34.32,-18.48,861.0096,-38.281,-19.799,-9.821,24.501,-41.1643462622096,-25.5806716017615,0.915532974699975
2205,1,2,35,330,-38.28,24.5,-19.79,-9.75,"iw","wi",-34.25,-18.49,858.085,-38.281,-19.789,-9.751,24.501,-41.076325985074,-25.5465722290296,0.913201668159202
2206,1,0,8,41,-19.21,3.97,-20.76,6.81,"ww","wd",2.84,1.55,-48.4029,-20.761,-19.209,3.969,6.811,-3.2764033167662,-20.182807264505,5.75243395560921
2206,1,0,10,9,-21.73,12.5,-16.1,2.1,"ww","ww",-10.4,-5.63,155.617,-21.731,-16.099,2.099,12.501,3.05495782951456,-18.5980078493944,6.71443723511571
2206,1,0,36,10,-16.1,2.1,-8.1,2.1,"ww","ww",0,-8,-16.8,-16.101,-8.099,2.099,2.101,-8.66639442393799,-15.6725361563552,2.1
2206,1,1,11,43,-21.4,7.96,-24.92,6.1,"ww","ww",-1.86,3.52,67.8232,-24.921,-21.399,6.099,7.961,-0.291363492495748,-24.6872702567083,6.22297651208026
2206,1,1,11,49,-24.93,6.11,-21.38,7.96,"ww","ww",1.85,-3.55,-67.811,-24.931,-21.379,6.109,7.961,0.289933329339423,-24.7123224439532,6.22343759963
2206,1,1,19,43,-21.4,7.96,-24.92,6.1,"ww","ww",-1.86,3.52,67.8232,-24.921,-21.399,6.099,7.961,0.323697220519746,-24.8133796867166,6.15633914281452
2206,1,1,19,49,-24.93,6.11,-21.38,7.96,"ww","ww",1.85,-3.55,-67.811,-24.931,-21.379,6.109,7.961,-0.324590702950156,-24.8247704774058,6.16483792022514
2206,1,1,20,43,-21.4,7.96,-24.92,6.1,"ww","ww",-1.86,3.52,67.8232,-24.921,-21.399,6.099,7.961,-0.650538847906777,-24.7878453678174,6.16983170905105
2206,1,1,20,49,-24.93,6.11,-21.38,7.96,"ww","ww",1.85,-3.55,-67.811,-24.931,-21.379,6.109,7.961,0.654338926971185,-24.7930612183119,6.18136246369662
2206,1,1,36,45,-21.38,7.96,-24.28,13.37,"ww","wd",5.41,2.9,-92.5818,-24.281,-21.379,7.959,13.371,-6.52919988886364,-22.5720692756736,10.1838257866876
2206,1,1,37,9,-21.73,12.5,-16.1,2.1,"ww","ww",-10.4,-5.63,155.617,-21.731,-16.099,2.099,12.501,10.2017022850722,-21.5837007660793,12.2297491948889
2206,1,1,38,8,-8.1,12.5,-21.73,12.5,"ww","ww",0,13.63,170.375,-21.731,-8.099,12.499,12.501,-13.5388338604205,-21.6335480066449,12.5
2206,1,1,38,53,-21.67,15.05,-21.67,12.49,"ww","ww",-2.56,0,55.4752,-21.671,-21.669,12.489,15.051,-0.768172945443212,-21.67,12.6206667576525
2206,1,1,38,54,-21.67,12.49,-16.71,12.49,"ww","ww",0,-4.96,-61.9504,-21.671,-16.709,12.489,12.491,4.92682435419557,-21.6305271254955,12.49
2206,1,2,8,38,-19.22,3.96,-22.76,2.1,"ww","ww",-1.86,3.54,49.7676,-22.761,-19.219,2.099,3.961,3.62113053281102,-21.1666395338125,2.93718939748835
2206,1,2,8,40,-22.76,2.1,-19.21,3.97,"ww","ww",1.87,-3.55,-50.0162,-22.761,-19.209,2.099,3.971,-3.63144580489833,-21.1666773072166,2.93929955929717
2206,1,2,33,39,-22.76,2.1,-20.54,-2,"ww","ww",-4.1,-2.22,88.654,-22.761,-20.539,-2.001,2.101,-4.87368917157373,-22.1641461269928,0.999549153455117
2206,1,2,33,331,-19,-4.8,-32.1,19.48,"iw","wi",24.28,13.1,-524.2,-32.101,-18.999,-4.801,19.481,28.8583495708399,-22.1302393655838,1.0016955569751
2206,1,2,36,1,-38.28,24.5,-19.8,-9.82,"ww","ww",-34.32,-18.48,861.0096,-38.281,-19.799,-9.821,24.501,-42.2476030577504,-25.6177350052038,0.984365009664253
2206,1,2,36,330,-38.28,24.5,-19.79,-9.75,"iw","wi",-34.25,-18.49,858.085,-38.281,-19.789,-9.751,24.501,-42.1605833247552,-25.58473398614,0.983890699042414
2207,1,0,7,41,-19.21,3.97,-20.76,6.81,"ww","wd",2.84,1.55,-48.4029,-20.761,-19.209,3.969,6.811,-2.63191401004367,-19.9246165972626,5.2793620233715
2207,1,0,9,9,-21.73,12.5,-16.1,2.1,"ww","ww",-10.4,-5.63,155.617,-21.731,-16.099,2.099,12.501,12.0324641527195,-18.3563882076789,6.2681061029948
2207,1,0,36,10,-16.1,2.1,-8.1,2.1,"ww","ww",0,-8,-16.8,-16.101,-8.099,2.099,2.101,-8.66639442393799,-14.6725361563552,2.1
2207,1,1,32,43,-21.4,7.96,-24.92,6.1,"ww","ww",-1.86,3.52,67.8232,-24.921,-21.399,6.099,7.961,-1.38723086947697,-23.4596109108097,6.87168287099261
2207,1,1,32,49,-24.93,6.11,-21.38,7.96,"ww","ww",1.85,-3.55,-67.811,-24.931,-21.379,6.109,7.961,1.40976108582263,-23.4548381563557,6.87874631288505
2207,1,1,35,45,-21.38,7.96,-24.28,13.37,"ww","wd",5.41,2.9,-92.5818,-24.281,-21.379,7.959,13.371,-6.77135283890673,-22.126829474204,9.35322326049779
2207,1,1,36,9,-21.73,12.5,-16.1,2.1,"ww","ww",-10.4,-5.63,155.617,-21.731,-16.099,2.099,12.501,12.6102602915321,-20.9974680452086,11.1468326234759
2207,1,1,38,8,-8.1,12.5,-21.73,12.5,"ww","ww",0,13.63,170.375,-21.731,-8.099,12.499,12.501,-13.5388338604205,-20.6335480066449,12.5
2207,1,1,38,54,-21.67,12.49,-16.71,12.49,"ww","ww",0,-4.96,-61.9504,-21.671,-16.709,12.489,12.491,4.92682435419557,-20.6305271254955,12.49
2207,1,2,7,38,-19.22,3.96,-22.76,2.1,"ww","ww",-1.86,3.54,49.7676,-22.761,-19.219,2.099,3.961,2.97788473224459,-20.1772244461988,3.45705156216671
2207,1,2,7,40,-22.76,2.1,-19.21,3.97,"ww","ww",1.87,-3.55,-50.0162,-22.761,-19.209,2.099,3.971,-2.98653448109346,-20.1774299633027,3.4603960474997
2207,1,2,34,39,-22.76,2.1,-20.54,-2,"ww","ww",-4.1,-2.22,88.654,-22.761,-20.539,-2.001,2.101,-5.21575197851309,-22.1317196200793,0.939662361407637
2207,1,2,34,331,-19,-4.8,-32.1,19.48,"iw","wi",24.28,13.1,-524.2,-32.101,-18.999,-4.801,19.481,30.8854391492769,-22.0974011899633,0.940832129183938
2207,1,2,36,1,-38.28,24.5,-19.8,-9.82,"ww","ww",-34.32,-18.48,861.0096,-38.281,-19.799,-9.821,24.501,-42.2476030577504,-25.6255344611023,0.998849713475703
2207,1,2,36,330,-38.28,24.5,-19.79,-9.75,"iw","wi",-34.25,-18.49,858.085,-38.281,-19.789,-9.751,24.501,-42.1605833247552,-25.5925537693648,0.998375695010502
2287,1,0,33,41,-19.21,3.97,-20.76,6.81,"ww","wd",2.84,1.55,-48.4029,-20.761,-19.209,3.969,6.811,-0.324582891904499,-20.551953872729,6.42880580551638
2287,1,1,6,44,-24.92,6.1,-22.76,2.1,"ww","ww",-4,-2.16,86.504,-24.921,-22.759,2.099,6.101,-1.10708100277696,-24.6952390325792,5.68377598625772
2287,1,1,6,331,-19,-4.8,-32.1,19.48,"iw","wi",24.28,13.1,-524.2,-32.101,-18.999,-4.801,19.481,6.72067983516583,-24.651684324108,5.67503018239256
2287,1,1,34,48,-28.45,12.65,-24.93,6.11,"ww","ww",-6.54,-3.52,141.535,-28.451,-24.929,6.109,12.651,7.72599984447625,-26.6852982452419,9.3712643533756
2287,1,1,34,331,-19,-4.8,-32.1,19.48,"iw","wi",24.28,13.1,-524.2,-32.101,-18.999,-4.801,19.481,-28.7182181115799,-26.6657460234198,9.40796285867422
2287,1,1,39,47,-24.89,14.49,-28.45,12.65,"ww","ww",-1.84,3.56,97.382,-28.451,-24.889,12.649,14.491,-5.16074853981937,-24.9743909659733,14.4463821973621
2287,1,2,7,44,-24.92,6.1,-22.76,2.1,"ww","ww",-4,-2.16,86.504,-24.921,-22.759,2.099,6.101,-1.55988243042416,-24.1957686446687,4.75883082346063
2287,1,2,7,331,-19,-4.8,-32.1,19.48,"iw","wi",24.28,13.1,-524.2,-32.101,-18.999,-4.801,19.481,9.45935947636559,-24.2007054576501,4.83917011540034
2287,1,2,34,1,-38.28,24.5,-19.8,-9.82,"ww","ww",-34.32,-18.48,861.0096,-38.281,-19.799,-9.821,24.501,-43.6552741166034,-26.1321185647455,1.9396487630987
2287,1,2,34,330,-38.28,24.5,-19.79,-9.75,"iw","wi",-34.25,-18.49,858.085,-38.281,-19.789,-9.751,24.501,-43.5682641779891,-26.1012714412707,1.94070020895186
2288,1,1,8,43,-21.4,7.96,-24.92,6.1,"ww","ww",-1.86,3.52,67.8232,-24.921,-21.399,6.099,7.961,-3.37750308938388,-24.8002492103927,6.16327740587206
2288,1,1,8,48,-28.45,12.65,-24.93,6.11,"ww","ww",-6.54,-3.52,141.535,-28.451,-24.929,6.109,12.651,-4.07068399768781,-25.0259371516079,6.28824686690782
2288,1,1,8,49,-24.93,6.11,-21.38,7.96,"ww","ww",1.85,-3.55,-67.811,-24.931,-21.379,6.109,7.961,3.38336570280383,-24.8135898210111,6.17066445947311
2288,1,1,8,331,-19,-4.8,-32.1,19.48,"iw","wi",24.28,13.1,-524.2,-32.101,-18.999,-4.801,19.481,15.0969245439875,-24.9640489212613,6.25397769528426
2288,1,1,33,48,-28.45,12.65,-24.93,6.11,"ww","ww",-6.54,-3.52,141.535,-28.451,-24.929,6.109,12.651,6.97779339167267,-26.1720221376895,8.4176206762754
2288,1,1,33,331,-19,-4.8,-32.1,19.48,"iw","wi",24.28,13.1,-524.2,-32.101,-18.999,-4.801,19.481,-25.9382005854521,-26.152575285575,8.45683419341689
2288,1,1,37,45,-21.38,7.96,-24.28,13.37,"ww","wd",5.41,2.9,-92.5818,-24.281,-21.379,7.959,13.371,-5.27599750059798,-23.8376242221881,12.5447403593233
