lid,aid,ninters
1315,1,2
1327,0,2
1327,1,3
1328,0,2
1328,1,2
1329,0,2
1329,1,2
1366,0,5
1366,1,3
1367,0,5
1367,1,3
1368,0,6
1368,1,3
1369,0,5
1369,1,3
1370,0,5
1370,1,3
1371,0,5
1371,1,3
1372,0,5
1372,1,3
1373,0,5
1373,1,2
1374,0,5
1374,1,7
1375,0,5
1375,1,7
1376,0,13
1376,1,5
1377,0,9
1377,1,3
1378,0,9
1378,1,3
1379,0,8
1379,1,3
1380,0,9
1380,1,3
1381,0,8
1381,1,3
1382,0,9
1382,1,3
1383,0,9
1383,1,3
1384,0,8
1384,1,5
1385,0,11
1385,1,7
1386,0,6
1386,1,7
1387,0,5
1387,1,8
1388,0,5
1388,1,9
1389,0,5
1389,1,8
1390,0,3
1390,1,10
1391,0,7
1391,1,12
1392,0,7
1392,1,8
1393,0,7
1393,1,9
1394,0,5
1394,1,10
1395,0,7
1395,1,8
1396,0,5
1396,1,6
1397,0,3
1397,1,5
1398,0,5
1398,1,7
1399,0,5
1399,1,5
1411,0,2
1411,1,3
1412,0,2
1412,1,3
1413,0,2
1413,1,2
1414,0,2
1414,1,5
1415,0,2
1415,1,5
1416,0,2
1416,1,5
1417,0,2
1417,1,7
1449,0,5
1449,1,3
1450,0,5
1450,1,3
1451,0,5
1451,1,3
1452,0,5
1452,1,3
1453,0,3
1453,1,5
1454,0,3
1454,1,5
1455,0,3
1455,1,5
1456,0,3
1456,1,3
1457,0,3
1457,1,9
1458,0,3
1458,1,9
1459,0,5
1459,1,8
1460,0,11
1460,1,7
1461,0,7
1461,1,7
1462,0,7
1462,1,7
1463,0,8
1463,1,5
1464,0,4
1464,1,5
1465,0,6
1465,1,5
1466,0,6
1466,1,6
1467,0,5
1467,1,3
1468,0,10
1468,1,6
1469,0,9
1469,1,6
1470,0,8
1470,1,7
1471,0,6
1471,1,9
1472,0,4
1472,1,9
1473,0,4
1473,1,6
1474,0,5
1474,1,7
1475,0,8
1475,1,5
1476,0,6
1476,1,6
1477,0,4
1477,1,9
1478,0,6
1478,1,8
1479,0,3
1479,1,10
1480,0,3
1480,1,10
1481,0,3
1481,1,13
1482,0,3
1482,1,6
1483,0,3
1483,1,8
1495,0,6
1495,1,3
1496,0,6
1496,1,3
1497,0,8
1497,1,3
1498,0,6
1498,1,3
1499,0,4
1499,1,3
1500,0,6
1500,1,7
1501,0,6
1501,1,7
1502,0,6
1502,1,7
1503,0,9
1503,1,7
1504,0,9
1504,1,5
1505,0,3
1505,1,5
1533,0,7
1533,1,3
1534,0,5
1534,1,3
1535,0,5
1535,1,3
1536,0,3
1536,1,5
1537,0,3
1537,1,5
1538,0,3
1538,1,5
1539,0,3
1539,1,3
1540,0,3
1540,1,13
1541,0,3
1541,1,9
1542,0,5
1542,1,9
1543,0,5
1543,1,7
1544,0,11
1544,1,7
1545,0,6
1545,1,7
1546,0,7
1546,1,6
1547,0,8
1547,1,6
1548,0,7
1548,1,8
1549,0,7
1549,1,8
1550,0,6
1550,1,7
1551,0,7
1551,1,9
1552,0,10
1552,1,7
1553,0,7
1553,1,5
1554,0,10
1554,1,3
1555,0,12
1555,1,7
1556,0,14
1556,1,6
1557,0,8
1557,1,4
1558,0,8
1558,1,2
1559,0,10
1559,1,3
1560,0,5
1560,1,6
1561,0,6
1561,1,7
1562,0,6
1562,1,11
1563,0,3
1563,1,10
1564,0,3
1564,1,10
1565,0,3
1565,1,11
1566,0,3
1566,1,9
1567,0,3
1567,1,8
1579,0,6
1579,1,3
1580,0,6
1580,1,3
1581,0,6
1581,1,3
1582,0,8
1582,1,3
1583,0,8
1583,1,3
1584,0,4
1584,1,5
1585,0,4
1585,1,5
1586,0,8
1586,1,5
1587,0,7
1587,1,5
1588,0,11
1588,1,5
1589,0,5
1589,1,7
1590,0,5
1590,1,5
1616,0,7
1616,1,3
1617,0,7
1617,1,3
1618,0,7
1618,1,3
1619,0,9
1619,1,3
1620,0,3
1620,1,9
1621,0,3
1621,1,5
1622,0,3
1622,1,5
1623,0,3
1623,1,3
1624,0,3
1624,1,5
1625,0,3
1625,1,5
1626,0,5
1626,1,3
1627,0,5
1627,1,3
1628,0,11
1628,1,2
1629,0,6
1629,1,3
1630,0,9
1630,1,3
1631,0,7
1631,1,2
1632,0,4
1632,1,4
1633,0,5
1633,1,4
1634,0,5
1634,1,9
1635,0,8
1635,1,5
1636,0,7
1636,1,4
1637,0,10
1637,1,3
1638,0,8
1638,1,2
1639,0,10
1639,1,3
1640,0,10
1640,1,2
1641,0,9
1641,1,4
1642,0,8
1642,1,2
1643,0,11
1643,1,2
1644,0,7
1644,1,6
1645,0,6
1645,1,6
1646,0,4
1646,1,7
1647,0,3
1647,1,8
1648,0,3
1648,1,12
1649,0,3
1649,1,9
1650,0,3
1650,1,4
1651,0,3
1651,1,3
1663,0,4
1663,1,5
1664,0,4
1664,1,5
1665,0,6
1665,1,5
1666,0,6
1666,1,5
1667,0,6
1667,1,7
1668,0,6
1668,1,7
1669,0,6
1669,1,5
1670,0,7
1670,1,7
1671,0,3
1671,1,7
1672,0,9
1672,1,5
1673,0,5
1673,1,5
1674,0,3
1674,1,7
1700,0,7
1700,1,3
1701,0,7
1701,1,3
1702,0,7
1702,1,3
1703,0,4
1703,1,5
1704,0,5
1704,1,7
1705,0,7
1705,1,5
1706,0,5
1706,1,3
1707,0,5
1707,1,5
1708,0,5
1708,1,7
1709,0,7
1709,1,7
1710,0,7
1710,1,5
1711,0,6
1711,1,3
1712,0,5
1712,1,3
1713,0,8
1713,1,3
1714,0,10
1714,1,4
1715,0,6
1715,1,4
1716,0,5
1716,1,6
1717,0,5
1717,1,5
1718,0,5
1718,1,10
1719,0,6
1719,1,6
1720,0,8
1720,1,5
1721,0,8
1721,1,3
1722,0,8
1722,1,6
1723,0,10
1723,1,6
1724,0,7
1724,1,5
1725,0,10
1725,1,7
1726,0,6
1726,1,9
1727,0,6
1727,1,8
1728,0,6
1728,1,12
1729,0,6
1729,1,10
1730,0,4
1730,1,11
1731,0,4
1731,1,10
1732,0,3
1732,1,10
1733,0,3
1733,1,7
1734,0,3
1734,1,8
1735,0,3
1735,1,5
1747,0,4
1747,1,3
1748,0,4
1748,1,3
1749,0,6
1749,1,5
1750,0,6
1750,1,5
1751,0,6
1751,1,7
1752,0,6
1752,1,7
1753,0,6
1753,1,9
1754,0,3
1754,1,11
1755,0,5
1755,1,7
1756,0,7
1756,1,7
1757,0,5
1757,1,7
1758,0,3
1758,1,9
1783,0,5
1783,1,3
1784,0,5
1784,1,3
1785,0,5
1785,1,3
1786,0,4
1786,1,4
1787,0,3
1787,1,5
1788,0,2
1788,1,5
1789,0,2
1789,1,5
1790,0,3
1790,1,5
1791,0,5
1791,1,7
1792,0,5
1792,1,7
1793,0,6
1793,1,5
1794,0,6
1794,1,5
1795,0,6
1795,1,5
1796,0,3
1796,1,5
1797,0,4
1797,1,3
1798,1,4
1799,0,3
1799,1,4
1800,0,2
1800,1,5
1801,0,2
1801,1,5
1802,0,3
1802,1,10
1803,0,5
1803,1,5
1804,0,7
1804,1,4
1805,0,7
1805,1,3
1806,0,10
1806,1,6
1807,0,9
1807,1,4
1808,0,6
1808,1,5
1809,0,3
1809,1,7
1810,0,6
1810,1,9
1811,0,9
1811,1,8
1812,0,3
1812,1,10
1813,0,3
1813,1,9
1814,0,4
1814,1,12
1815,0,4
1815,1,10
1816,0,3
1816,1,9
1817,0,3
1817,1,10
1818,0,3
1818,1,6
1819,0,3
1819,1,5
1831,0,3
1831,1,3
1832,0,5
1832,1,3
1833,0,4
1833,1,3
1834,0,4
1834,1,3
1835,0,7
1835,1,3
1836,0,12
1836,1,3
1837,0,10
1837,1,7
1838,0,9
1838,1,7
1839,0,7
1839,1,7
1840,0,11
1840,1,5
1841,0,3
1841,1,5
1842,0,3
1842,1,4
1866,0,8
1866,1,2
1867,0,13
1867,1,3
1868,0,5
1868,1,3
1869,0,5
1869,1,3
1870,0,3
1870,1,5
1871,0,3
1871,1,5
1872,0,7
1872,1,5
1873,0,4
1873,1,3
1874,0,4
1874,1,5
1875,0,6
1875,1,18
1876,0,6
1876,1,8
1877,0,7
1877,1,6
1878,0,6
1878,1,6
1879,0,4
1879,1,4
1880,0,7
1880,1,4
1881,0,7
1881,1,5
1882,0,3
1882,1,5
1883,0,3
1883,1,3
1884,0,3
1884,1,5
1885,0,5
1885,1,6
1886,0,7
1886,1,10
1887,0,7
1887,1,6
1888,0,11
1888,1,3
1889,0,11
1889,1,6
1890,0,11
1890,1,4
1891,0,14
1891,1,4
1892,0,12
1892,1,5
1893,0,8
1893,1,7
1894,0,5
1894,1,7
1895,0,6
1895,1,6
1896,0,5
1896,1,12
1897,0,3
1897,1,13
1898,0,3
1898,1,11
1899,0,4
1899,1,8
1900,0,3
1900,1,10
1901,0,3
1901,1,7
1902,0,3
1902,1,5
1903,0,3
1903,1,4
1915,0,7
1915,1,3
1916,0,7
1916,1,3
1917,0,6
1917,1,3
1918,0,5
1918,1,3
1919,0,11
1919,1,3
1920,0,9
1920,1,5
1921,0,8
1921,1,7
1922,0,7
1922,1,7
1923,0,7
1923,1,7
1924,0,9
1924,1,5
1925,0,7
1925,1,3
1926,0,5
1926,1,2
1950,0,7
1950,1,3
1951,0,7
1951,1,3
1952,0,7
1952,1,3
1953,0,11
1953,1,5
1954,0,3
1954,1,5
1955,0,3
1955,1,5
1956,0,6
1956,1,5
1957,0,5
1957,1,7
1958,0,4
1958,1,5
1959,0,6
1959,1,5
1960,0,6
1960,1,4
1961,0,6
1961,1,16
1962,0,5
1962,1,4
1963,0,4
1963,1,4
1964,0,7
1964,1,6
1965,0,5
1965,1,5
1966,0,5
1966,1,5
1967,0,6
1967,1,4
1968,0,8
1968,1,3
1969,0,8
1969,1,6
1970,0,6
1970,1,8
1971,0,10
1971,1,3
1972,0,13
1972,1,6
1973,0,13
1973,1,6
1974,0,12
1974,1,6
1975,0,13
1975,1,6
1976,0,8
1976,1,7
1977,0,7
1977,1,7
1978,0,7
1978,1,7
1979,0,6
1979,1,6
1980,0,6
1980,1,10
1981,0,3
1981,1,12
1982,0,3
1982,1,7
1983,0,4
1983,1,9
1984,0,3
1984,1,10
1985,0,3
1985,1,6
1986,0,3
1986,1,4
1987,0,3
1987,1,2
1999,0,7
1999,1,3
2000,0,6
2000,1,3
2001,0,6
2001,1,3
2002,0,8
2002,1,3
2003,0,12
2003,1,3
2004,0,9
2004,1,5
2005,0,9
2005,1,7
2006,0,11
2006,1,11
2007,0,7
2007,1,11
2008,0,9
2008,1,6
2009,0,5
2009,1,4
2010,0,3
2010,1,6
2033,0,7
2033,1,3
2034,0,7
2034,1,3
2035,0,7
2035,1,3
2036,0,7
2036,1,3
2037,0,3
2037,1,9
2038,0,5
2038,1,5
2039,0,5
2039,1,5
2040,0,5
2040,1,3
2041,0,4
2041,1,8
2042,0,4
2042,1,8
2043,0,6
2043,1,8
2054,0,6
2054,1,4
2055,0,10
2055,1,2
2060,0,13
2060,1,8
2061,0,12
2061,1,6
2062,0,4
2062,1,8
2063,0,3
2063,1,10
2064,0,7
2064,1,12
2065,0,8
2065,1,8
2066,0,7
2066,1,9
2067,0,7
2067,1,12
2068,0,7
2068,1,8
2069,0,5
2069,1,5
2070,0,3
2070,1,5
2071,0,3
2071,1,2
2083,0,5
2083,1,3
2084,0,2
2084,1,5
2085,0,7
2085,1,5
2086,0,8
2086,1,5
2087,0,10
2087,1,7
2088,0,9
2088,1,8
2089,0,7
2089,1,8
2090,0,7
2090,1,7
2091,0,5
2091,1,9
2092,0,9
2092,1,8
2093,0,5
2093,1,5
2094,0,5
2094,1,6
2117,0,5
2117,1,3
2118,0,7
2118,1,3
2119,0,7
2119,1,3
2120,0,5
2120,1,5
2121,0,3
2121,1,5
2122,0,3
2122,1,5
2123,0,5
2123,1,7
2124,0,7
2124,1,7
2125,0,4
2125,1,8
2126,0,4
2126,1,8
2138,0,6
2138,1,4
2139,0,10
2139,1,6
2144,0,5
2144,1,11
2145,0,3
2145,1,7
2146,0,5
2146,1,7
2147,0,8
2147,1,12
2148,0,6
2148,1,10
2149,0,6
2149,1,10
2150,0,6
2150,1,10
2151,0,8
2151,1,9
2152,0,5
2152,1,8
2153,0,5
2153,1,5
2154,0,5
2154,1,3
2155,0,3
2155,1,4
2167,0,4
2167,1,3
2168,0,3
2168,1,3
2169,0,4
2169,1,5
2170,0,5
2170,1,5
2171,0,8
2171,1,7
2172,0,7
2172,1,10
2173,0,7
2173,1,10
2174,0,5
2174,1,10
2175,0,3
2175,1,13
2176,0,7
2176,1,7
2177,0,3
2177,1,7
2178,0,3
2178,1,6
2200,0,7
2200,1,3
2201,0,9
2201,1,3
2202,0,5
2202,1,3
2203,0,5
2203,1,3
2204,0,2
2204,1,9
2205,0,2
2205,1,5
2206,0,4
2206,1,5
2207,0,4
2207,1,3
2208,0,3
2208,1,6
2209,0,3
2209,1,8
2222,0,8
2222,1,4
2223,0,8
2223,1,4
2228,0,4
2228,1,6
2229,1,4
2230,0,2
2230,1,4
2231,0,8
2231,1,6
2232,0,8
2232,1,6
2233,0,6
2233,1,5
2234,0,6
2234,1,8
2235,0,5
2235,1,9
2236,0,3
2236,1,10
2237,0,3
2237,1,6
2238,0,3
2238,1,6
2239,0,3
2239,1,5
2251,0,5
2251,1,3
2252,0,7
2252,1,3
2253,0,9
2253,1,3
2254,0,8
2254,1,3
2255,0,9
2255,1,3
2256,0,7
2256,1,6
2257,0,5
2257,1,8
2258,0,3
2258,1,7
2259,0,3
2259,1,7
2260,0,7
2260,1,5
2261,0,3
2261,1,4
2262,0,3
2262,1,6
2284,0,7
2284,1,3
2285,0,8
2285,1,3
2286,0,8
2286,1,3
2287,0,2
2287,1,5
2288,1,5
2289,0,5
2289,1,5
2290,0,4
2290,1,5
2291,0,4
2291,1,12
2292,0,3
2292,1,6
2293,0,3
2293,1,6
2304,0,7
2304,1,3
2305,0,8
2305,1,5
2306,0,6
2306,1,6
2307,0,6
2307,1,4
2312,0,5
2312,1,7
2313,0,6
2313,1,5
2314,0,5
2314,1,5
2315,0,7
2315,1,4
2316,0,6
2316,1,8
2317,0,7
2317,1,9
2318,0,9
2318,1,7
2319,0,7
2319,1,8
2320,0,7
2320,1,8
2321,0,5
2321,1,6
2322,0,3
2322,1,3
2323,0,3
2323,1,6
2335,0,4
2335,1,3
2336,0,3
2336,1,5
2337,0,4
2337,1,5
2338,0,3
2338,1,5
2339,0,5
2339,1,6
2340,0,5
2340,1,7
2341,0,5
2341,1,8
2342,0,3
2342,1,8
2343,0,3
2343,1,5
2344,0,7
2345,0,3
2346,0,3
2367,0,7
2367,1,3
2368,0,8
2368,1,3
2369,0,8
2369,1,3
2370,0,8
2370,1,3
2371,0,3
2371,1,13
2372,0,5
2372,1,5
2373,0,3
2373,1,5
2374,0,2
2374,1,3
2375,0,2
2375,1,6
2376,0,2
2376,1,6
2388,0,6
2388,1,3
2389,0,5
2389,1,3
2390,0,6
2390,1,5
2391,0,6
2391,1,8
2396,0,6
2396,1,7
2397,0,3
2397,1,5
2398,0,6
2398,1,5
2399,0,7
2399,1,4
2400,0,8
2400,1,4
2401,0,6
2401,1,6
2402,0,9
2402,1,9
2403,0,5
2403,1,11
2404,0,4
2404,1,6
2405,0,5
2405,1,5
2406,0,5
2406,1,6
2407,0,5
2407,1,10
2419,0,5
2419,1,3
2420,0,6
2420,1,3
2421,0,4
2421,1,3
2422,0,3
2422,1,8
2423,0,5
2423,1,7
2424,0,5
2424,1,9
2425,0,3
2425,1,7
2426,0,3
2426,1,8
2427,0,3
2427,1,6
2428,0,7
2428,1,2
2429,0,3
2429,1,2
2430,0,3
2451,0,5
2451,1,3
2452,0,8
2452,1,3
2453,0,8
2453,1,3
2454,0,10
2454,1,5
2455,0,3
2455,1,5
2456,0,3
2456,1,5
2457,0,3
2457,1,7
2458,0,3
2458,1,5
2459,0,2
2459,1,5
2460,0,2
2460,1,6
2472,0,5
2472,1,5
2473,0,4
2473,1,5
2474,0,6
2474,1,4
2475,0,8
2475,1,3
2480,1,9
2481,0,4
2481,1,7
2482,0,4
2482,1,7
2483,0,5
2483,1,6
2484,0,6
2484,1,8
2485,0,7
2485,1,6
2486,0,6
2486,1,6
2487,0,6
2487,1,6
2488,0,4
2488,1,8
2489,0,3
2489,1,3
2490,0,3
2490,1,4
2491,0,3
2491,1,3
2503,1,5
2504,0,2
2504,1,5
2505,0,2
2505,1,5
2506,1,4
2507,0,3
2507,1,6
2508,0,3
2508,1,6
2509,0,3
2509,1,8
2510,0,3
2510,1,6
2511,0,3
2511,1,6
2512,0,7
2512,1,2
2513,0,3
2514,0,3
2514,1,2
2534,0,5
2534,1,3
2535,0,6
2535,1,3
2536,0,6
2536,1,3
2537,0,7
2537,1,3
2538,0,3
2538,1,5
2539,0,3
2539,1,5
2540,0,3
2540,1,5
2541,0,3
2541,1,3
2542,0,2
2542,1,4
2543,0,2
2543,1,6
2556,0,8
2556,1,5
2557,0,5
2557,1,5
2558,0,6
2558,1,7
2559,0,8
2559,1,10
2564,0,2
2564,1,7
2565,0,2
2565,1,5
2566,1,7
2567,0,4
2567,1,10
2568,0,4
2568,1,10
2569,0,6
2569,1,9
2570,0,8
2570,1,9
2571,0,6
2571,1,8
2572,0,8
2572,1,7
2573,0,6
2573,1,6
2574,0,5
2574,1,5
2575,0,3
2575,1,5
2587,0,4
2587,1,3
2588,0,3
2588,1,3
2589,0,2
2589,1,5
2590,1,6
2591,0,3
2591,1,8
2592,0,3
2592,1,8
2593,0,3
2593,1,8
2594,0,3
2594,1,6
2595,0,3
2595,1,4
2596,0,7
2597,0,3
2597,1,2
2598,0,3
2598,1,2
2618,0,6
2618,1,3
2619,0,6
2619,1,3
2620,0,6
2620,1,3
2621,0,5
2621,1,5
2622,0,3
2622,1,5
2623,0,9
2623,1,5
2624,0,3
2624,1,3
2625,0,3
2625,1,5
2626,0,2
2626,1,4
2627,0,2
2627,1,4
2642,0,6
2642,1,6
2643,0,6
2643,1,5
2648,0,2
2648,1,5
2649,0,2
2649,1,5
2650,1,6
2651,0,4
2651,1,5
2652,0,5
2652,1,5
2653,0,8
2653,1,5
2654,0,7
2654,1,5
2655,0,6
2655,1,7
2656,0,4
2656,1,7
2657,0,6
2657,1,5
2658,0,5
2658,1,4
2659,0,5
2659,1,2
2671,0,3
2671,1,7
2672,0,4
2672,1,7
2673,0,4
2673,1,7
2674,0,3
2674,1,9
2675,0,4
2675,1,8
2676,0,3
2676,1,10
2677,0,3
2677,1,6
2678,0,3
2678,1,8
2679,0,3
2679,1,6
2680,0,7
2680,1,5
2681,0,3
2681,1,4
2682,0,3
2682,1,2
2701,0,5
2701,1,3
2702,0,6
2702,1,3
2703,0,6
2703,1,3
2704,0,6
2704,1,3
2705,0,3
2705,1,9
2706,0,3
2706,1,5
2707,0,5
2707,1,5
2708,0,7
2708,1,3
2709,0,6
2709,1,4
2710,0,6
2710,1,4
2726,0,10
2726,1,8
2727,0,10
2727,1,6
2732,0,6
2732,1,5
2733,0,5
2733,1,6
2734,0,2
2734,1,7
2735,0,5
2735,1,8
2736,0,8
2736,1,8
2737,0,10
2737,1,7
2738,0,8
2738,1,9
2739,0,7
2739,1,7
2740,0,7
2740,1,7
2741,0,8
2741,1,5
2742,0,7
2742,1,5
2743,0,7
2743,1,4
2755,0,6
2755,1,9
2756,0,6
2756,1,9
2757,0,4
2757,1,9
2758,0,2
2758,1,11
2759,0,4
2759,1,10
2760,0,4
2760,1,11
2761,0,7
2761,1,5
2762,0,7
2762,1,6
2763,0,7
2763,1,5
2764,0,9
2764,1,8
2765,0,3
2765,1,8
2766,0,3
2766,1,5
2785,0,5
2785,1,3
2786,0,8
2786,1,3
2787,0,6
2787,1,3
2788,0,2
2788,1,5
2789,0,3
2789,1,5
2790,0,5
2790,1,5
2791,0,5
2791,1,3
2792,0,5
2792,1,3
2793,0,6
2793,1,4
2794,0,6
2794,1,4
2810,0,6
2810,1,6
2811,0,8
2811,1,10
2816,0,5
2816,1,5
2817,0,4
2817,1,7
2818,0,4
2818,1,9
2819,0,9
2819,1,8
2820,0,8
2820,1,8
2821,0,7
2821,1,7
2822,0,8
2822,1,7
2823,0,6
2823,1,9
2824,0,8
2824,1,9
2825,0,7
2825,1,7
2826,0,7
2826,1,5
2827,0,9
2827,1,3
2839,0,8
2839,1,9
2840,0,4
2840,1,7
2841,0,6
2841,1,11
2842,0,3
2842,1,11
2843,0,4
2843,1,11
2844,0,5
2844,1,10
2845,0,5
2845,1,7
2846,0,7
2846,1,6
2847,0,7
2847,1,5
2848,0,9
2848,1,8
2849,0,5
2849,1,6
2850,0,3
2850,1,4
2868,0,3
2868,1,3
2869,0,4
2869,1,3
2870,0,4
2870,1,3
2871,0,5
2871,1,5
2872,0,3
2872,1,5
2873,0,2
2873,1,5
2874,0,4
2874,1,5
2875,0,5
2875,1,3
2876,0,4
2876,1,4
2877,0,4
2877,1,4
2878,0,3
2878,1,6
2879,0,5
2879,1,6
2880,0,5
2880,1,4
2881,0,5
2881,1,4
2882,0,5
2882,1,4
2883,0,5
2883,1,6
2884,0,5
2884,1,6
2885,0,6
2885,1,6
2886,0,8
2886,1,6
2887,0,7
2887,1,6
2888,0,5
2888,1,7
2889,0,5
2889,1,6
2890,0,3
2890,1,6
2891,0,6
2891,1,6
2892,0,7
2892,1,7
2893,0,11
2893,1,7
2894,0,10
2894,1,6
2895,0,11
2895,1,6
2896,0,11
2896,1,7
2897,0,7
2897,1,7
2898,0,7
2898,1,5
2899,0,7
2899,1,5
2900,0,5
2900,1,8
2901,0,2
2901,1,11
2902,0,2
2902,1,11
2903,0,5
2903,1,10
2904,0,8
2904,1,10
2905,0,7
2905,1,7
2906,0,6
2906,1,9
2907,0,6
2907,1,10
2908,0,6
2908,1,11
2909,0,6
2909,1,7
2910,0,8
2910,1,6
2911,0,10
2911,1,7
2923,0,11
2923,1,12
2924,0,8
2924,1,10
2925,0,9
2925,1,10
2926,0,7
2926,1,11
2927,0,10
2927,1,9
2928,0,9
2928,1,7
2929,0,6
2929,1,6
2930,0,6
2930,1,9
2931,0,3
2931,1,9
2932,0,10
2932,1,15
2933,0,6
2933,1,9
2934,0,6
2934,1,9
2951,0,5
2951,1,4
2952,0,3
2952,1,3
2953,0,4
2953,1,3
2954,0,4
2954,1,3
2955,0,2
2955,1,4
2956,0,2
2956,1,4
2957,0,4
2957,1,6
2958,0,5
2958,1,3
2959,0,4
2959,1,3
2960,0,4
2960,1,4
2961,0,6
2961,1,4
2962,0,7
2962,1,4
2963,0,6
2963,1,4
2964,0,4
2964,1,4
2965,0,5
2965,1,4
2966,0,5
2966,1,6
2967,0,5
2967,1,8
2968,0,5
2968,1,8
2969,0,6
2969,1,6
2970,0,6
2970,1,6
2971,0,5
2971,1,7
2972,0,5
2972,1,6
2973,0,3
2973,1,6
2974,0,3
2974,1,6
2975,0,7
2975,1,6
2976,0,9
2976,1,5
2977,0,9
2977,1,7
2978,0,8
2978,1,8
2979,0,10
2979,1,6
2980,0,9
2980,1,4
2981,0,11
2981,1,7
2982,0,11
2982,1,5
2983,0,11
2983,1,7
2984,0,8
2984,1,9
2985,0,7
2985,1,13
2986,0,6
2986,1,11
2987,0,9
2987,1,10
2988,0,9
2988,1,12
2989,0,12
2989,1,10
2990,0,11
2990,1,9
2991,0,11
2991,1,10
2992,0,9
2992,1,10
2993,0,7
2993,1,7
2994,0,9
2994,1,2
2995,0,7
2995,1,5
2996,0,5
2996,1,10
2997,0,7
2997,1,11
2998,0,9
2998,1,10
2999,0,9
2999,1,14
3000,0,9
3000,1,11
3001,0,12
3001,1,9
3002,0,8
3002,1,10
3003,0,8
3003,1,9
3004,0,6
3004,1,11
3005,0,7
3005,1,10
3006,0,10
3006,1,8
3007,0,12
3007,1,8
3008,0,4
3008,1,11
3009,0,4
3009,1,10
3010,0,3
3010,1,8
3011,0,9
3011,1,6
3012,0,9
3012,1,7
3013,0,10
3013,1,9
3014,0,10
3014,1,7
3015,0,8
3015,1,9
3016,0,9
3016,1,7
3017,0,3
3017,1,6
3018,0,3
