"idx","x","z"
4399,-1.948,-8.8
4400,-1.448,-8.55
4401,-0.948,-8.8
4402,-0.448,-8.55
4403,0.0519999999999996,-8.8
4404,0.552,-8.55
4405,1.052,-8.8
4406,1.552,-8.55
4407,2.052,-8.8
4408,2.552,-8.55
4409,3.052,-8.8
4410,3.552,-8.55
4411,4.052,-8.8
4412,4.552,-8.55
4413,5.052,-8.8
4414,5.552,-8.55
4415,6.052,-8.8
4416,6.552,-8.55
4417,7.052,-8.8
4418,7.552,-8.55
4419,8.052,-8.8
4420,8.552,-8.55
4421,9.052,-8.8
4422,9.552,-8.55
4423,10.052,-8.8
4424,10.552,-8.55
4425,11.052,-8.8
4426,11.552,-8.55
4427,12.052,-8.8
4528,-20.448,-8.05
4529,-19.948,-8.3
4530,-19.448,-8.05
4531,-18.948,-8.3
4532,-18.448,-8.05
4533,-17.948,-8.3
4534,-17.448,-8.05
4535,-16.948,-8.3
4536,-16.448,-8.05
4537,-15.948,-8.3
4538,-15.448,-8.05
4539,-14.948,-8.3
4540,-14.448,-8.05
4541,-13.948,-8.3
4542,-13.448,-8.05
4543,-12.948,-8.3
4544,-12.448,-8.05
4545,-11.948,-8.3
4546,-11.448,-8.05
4547,-10.948,-8.3
4548,-10.448,-8.05
4549,-9.948,-8.3
4550,-9.448,-8.05
4551,-8.948,-8.3
4552,-8.448,-8.05
4553,-7.948,-8.3
4554,-7.448,-8.05
4555,-6.948,-8.3
4556,-6.448,-8.05
4557,-5.948,-8.3
4558,-5.448,-8.05
4559,-4.948,-8.3
4560,-4.448,-8.05
4561,-3.948,-8.3
4562,-3.448,-8.05
4563,-2.948,-8.3
4564,-2.448,-8.05
4565,-1.948,-8.3
4566,-1.448,-8.05
4567,-0.948,-8.3
4568,-0.448,-8.05
4569,0.0519999999999996,-8.3
4570,0.552,-8.05
4571,1.052,-8.3
4572,1.552,-8.05
4573,2.052,-8.3
4574,2.552,-8.05
4575,3.052,-8.3
4576,3.552,-8.05
4577,4.052,-8.3
4578,4.552,-8.05
4579,5.052,-8.3
4580,5.552,-8.05
4581,6.052,-8.3
4582,6.552,-8.05
4583,7.052,-8.3
4584,7.552,-8.05
4585,8.052,-8.3
4586,8.552,-8.05
4587,9.052,-8.3
4588,9.552,-8.05
4589,10.052,-8.3
4590,10.552,-8.05
4591,11.052,-8.3
4592,11.552,-8.05
4593,12.052,-8.3
4694,-20.448,-7.55
4695,-19.948,-7.8
4696,-19.448,-7.55
4697,-18.948,-7.8
4698,-18.448,-7.55
4699,-17.948,-7.8
4700,-17.448,-7.55
4701,-16.948,-7.8
4702,-16.448,-7.55
4703,-15.948,-7.8
4704,-15.448,-7.55
4705,-14.948,-7.8
4706,-14.448,-7.55
4707,-13.948,-7.8
4708,-13.448,-7.55
4709,-12.948,-7.8
4710,-12.448,-7.55
4711,-11.948,-7.8
4712,-11.448,-7.55
4713,-10.948,-7.8
4714,-10.448,-7.55
4715,-9.948,-7.8
4716,-9.448,-7.55
4717,-8.948,-7.8
4718,-8.448,-7.55
4719,-7.948,-7.8
4720,-7.448,-7.55
4721,-6.948,-7.8
4722,-6.448,-7.55
4723,-5.948,-7.8
4724,-5.448,-7.55
4725,-4.948,-7.8
4726,-4.448,-7.55
4727,-3.948,-7.8
4728,-3.448,-7.55
4729,-2.948,-7.8
4730,-2.448,-7.55
4731,-1.948,-7.8
4732,-1.448,-7.55
4733,-0.948,-7.8
4734,-0.448,-7.55
4735,0.0519999999999996,-7.8
4736,0.552,-7.55
4737,1.052,-7.8
4738,1.552,-7.55
4739,2.052,-7.8
4740,2.552,-7.55
4741,3.052,-7.8
4742,3.552,-7.55
4743,4.052,-7.8
4744,4.552,-7.55
4745,5.052,-7.8
4746,5.552,-7.55
4747,6.052,-7.8
4748,6.552,-7.55
4749,7.052,-7.8
4750,7.552,-7.55
4751,8.052,-7.8
4752,8.552,-7.55
4753,9.052,-7.8
4754,9.552,-7.55
4755,10.052,-7.8
4756,10.552,-7.55
4757,11.052,-7.8
4758,11.552,-7.55
4759,12.052,-7.8
4859,-20.948,-7.3
4860,-20.448,-7.05
4861,-19.948,-7.3
4862,-19.448,-7.05
4863,-18.948,-7.3
4864,-18.448,-7.05
4865,-17.948,-7.3
4866,-17.448,-7.05
4867,-16.948,-7.3
4868,-16.448,-7.05
4869,-15.948,-7.3
4870,-15.448,-7.05
4871,-14.948,-7.3
4872,-14.448,-7.05
4873,-13.948,-7.3
4874,-13.448,-7.05
4875,-12.948,-7.3
4876,-12.448,-7.05
4877,-11.948,-7.3
4878,-11.448,-7.05
4879,-10.948,-7.3
4880,-10.448,-7.05
4881,-9.948,-7.3
4882,-9.448,-7.05
4883,-8.948,-7.3
4884,-8.448,-7.05
4885,-7.948,-7.3
4886,-7.448,-7.05
4887,-6.948,-7.3
4888,-6.448,-7.05
4889,-5.948,-7.3
4890,-5.448,-7.05
4891,-4.948,-7.3
4892,-4.448,-7.05
4893,-3.948,-7.3
4894,-3.448,-7.05
4895,-2.948,-7.3
4896,-2.448,-7.05
4897,-1.948,-7.3
4898,-1.448,-7.05
4899,-0.948,-7.3
4900,-0.448,-7.05
4901,0.0519999999999996,-7.3
4902,0.552,-7.05
4903,1.052,-7.3
4904,1.552,-7.05
4905,2.052,-7.3
4906,2.552,-7.05
4907,3.052,-7.3
4908,3.552,-7.05
4909,4.052,-7.3
4910,4.552,-7.05
4911,5.052,-7.3
4912,5.552,-7.05
4913,6.052,-7.3
4914,6.552,-7.05
4915,7.052,-7.3
4916,7.552,-7.05
4917,8.052,-7.3
4918,8.552,-7.05
4919,9.052,-7.3
4920,9.552,-7.05
4921,10.052,-7.3
4922,10.552,-7.05
4923,11.052,-7.3
4924,11.552,-7.05
4925,12.052,-7.3
5024,-21.448,-6.55
5025,-20.948,-6.8
5026,-20.448,-6.55
5027,-19.948,-6.8
5028,-19.448,-6.55
5029,-18.948,-6.8
5030,-18.448,-6.55
5031,-17.948,-6.8
5032,-17.448,-6.55
5033,-16.948,-6.8
5034,-16.448,-6.55
5035,-15.948,-6.8
5036,-15.448,-6.55
5037,-14.948,-6.8
5038,-14.448,-6.55
5039,-13.948,-6.8
5040,-13.448,-6.55
5041,-12.948,-6.8
5042,-12.448,-6.55
5043,-11.948,-6.8
5044,-11.448,-6.55
5045,-10.948,-6.8
5046,-10.448,-6.55
5047,-9.948,-6.8
5048,-9.448,-6.55
5049,-8.948,-6.8
5050,-8.448,-6.55
5051,-7.948,-6.8
5052,-7.448,-6.55
5053,-6.948,-6.8
5054,-6.448,-6.55
5055,-5.948,-6.8
5056,-5.448,-6.55
5057,-4.948,-6.8
5058,-4.448,-6.55
5059,-3.948,-6.8
5060,-3.448,-6.55
5061,-2.948,-6.8
5062,-2.448,-6.55
5063,-1.948,-6.8
5064,-1.448,-6.55
5065,-0.948,-6.8
5066,-0.448,-6.55
5067,0.0519999999999996,-6.8
5068,0.552,-6.55
5069,1.052,-6.8
5070,1.552,-6.55
5071,2.052,-6.8
5072,2.552,-6.55
5073,3.052,-6.8
5074,3.552,-6.55
5075,4.052,-6.8
5076,4.552,-6.55
5077,5.052,-6.8
5078,5.552,-6.55
5079,6.052,-6.8
5080,6.552,-6.55
5081,7.052,-6.8
5082,7.552,-6.55
5083,8.052,-6.8
5084,8.552,-6.55
5085,9.052,-6.8
5086,9.552,-6.55
5087,10.052,-6.8
5088,10.552,-6.55
5089,11.052,-6.8
5090,11.552,-6.55
5091,12.052,-6.8
5114,23.552,-6.55
5116,24.552,-6.55
5190,-21.448,-6.05
5191,-20.948,-6.3
5192,-20.448,-6.05
5193,-19.948,-6.3
5194,-19.448,-6.05
5195,-18.948,-6.3
5196,-18.448,-6.05
5197,-17.948,-6.3
5198,-17.448,-6.05
5199,-16.948,-6.3
5200,-16.448,-6.05
5201,-15.948,-6.3
5202,-15.448,-6.05
5203,-14.948,-6.3
5204,-14.448,-6.05
5205,-13.948,-6.3
5206,-13.448,-6.05
5207,-12.948,-6.3
5208,-12.448,-6.05
5209,-11.948,-6.3
5210,-11.448,-6.05
5211,-10.948,-6.3
5212,-10.448,-6.05
5213,-9.948,-6.3
5214,-9.448,-6.05
5215,-8.948,-6.3
5216,-8.448,-6.05
5217,-7.948,-6.3
5218,-7.448,-6.05
5219,-6.948,-6.3
5220,-6.448,-6.05
5221,-5.948,-6.3
5222,-5.448,-6.05
5223,-4.948,-6.3
5224,-4.448,-6.05
5225,-3.948,-6.3
5226,-3.448,-6.05
5227,-2.948,-6.3
5228,-2.448,-6.05
5229,-1.948,-6.3
5230,-1.448,-6.05
5231,-0.948,-6.3
5232,-0.448,-6.05
5233,0.0519999999999996,-6.3
5234,0.552,-6.05
5235,1.052,-6.3
5236,1.552,-6.05
5237,2.052,-6.3
5238,2.552,-6.05
5239,3.052,-6.3
5240,3.552,-6.05
5241,4.052,-6.3
5242,4.552,-6.05
5243,5.052,-6.3
5244,5.552,-6.05
5245,6.052,-6.3
5246,6.552,-6.05
5247,7.052,-6.3
5248,7.552,-6.05
5249,8.052,-6.3
5250,8.552,-6.05
5251,9.052,-6.3
5252,9.552,-6.05
5253,10.052,-6.3
5254,10.552,-6.05
5255,11.052,-6.3
5256,11.552,-6.05
5257,12.052,-6.3
5280,23.552,-6.05
5281,24.052,-6.3
5282,24.552,-6.05
5283,25.052,-6.3
5284,25.552,-6.05
5286,26.552,-6.05
5355,-21.948,-5.8
5356,-21.448,-5.55
5357,-20.948,-5.8
5358,-20.448,-5.55
5359,-19.948,-5.8
5360,-19.448,-5.55
5361,-18.948,-5.8
5362,-18.448,-5.55
5363,-17.948,-5.8
5364,-17.448,-5.55
5365,-16.948,-5.8
5366,-16.448,-5.55
5367,-15.948,-5.8
5368,-15.448,-5.55
5369,-14.948,-5.8
5370,-14.448,-5.55
5371,-13.948,-5.8
5372,-13.448,-5.55
5373,-12.948,-5.8
5374,-12.448,-5.55
5375,-11.948,-5.8
5376,-11.448,-5.55
5377,-10.948,-5.8
5378,-10.448,-5.55
5379,-9.948,-5.8
5380,-9.448,-5.55
5381,-8.948,-5.8
5382,-8.448,-5.55
5383,-7.948,-5.8
5384,-7.448,-5.55
5385,-6.948,-5.8
5386,-6.448,-5.55
5387,-5.948,-5.8
5388,-5.448,-5.55
5389,-4.948,-5.8
5390,-4.448,-5.55
5391,-3.948,-5.8
5392,-3.448,-5.55
5393,-2.948,-5.8
5394,-2.448,-5.55
5395,-1.948,-5.8
5396,-1.448,-5.55
5397,-0.948,-5.8
5398,-0.448,-5.55
5399,0.0519999999999996,-5.8
5400,0.552,-5.55
5401,1.052,-5.8
5402,1.552,-5.55
5403,2.052,-5.8
5404,2.552,-5.55
5405,3.052,-5.8
5406,3.552,-5.55
5407,4.052,-5.8
5408,4.552,-5.55
5409,5.052,-5.8
5410,5.552,-5.55
5411,6.052,-5.8
5412,6.552,-5.55
5413,7.052,-5.8
5414,7.552,-5.55
5415,8.052,-5.8
5416,8.552,-5.55
5417,9.052,-5.8
5418,9.552,-5.55
5419,10.052,-5.8
5420,10.552,-5.55
5421,11.052,-5.8
5422,11.552,-5.55
5423,12.052,-5.8
5446,23.552,-5.55
5447,24.052,-5.8
5448,24.552,-5.55
5449,25.052,-5.8
5450,25.552,-5.55
5451,26.052,-5.8
5452,26.552,-5.55
5453,27.052,-5.8
5454,27.552,-5.55
5456,28.552,-5.55
5521,-21.948,-5.3
5522,-21.448,-5.05
5523,-20.948,-5.3
5524,-20.448,-5.05
5525,-19.948,-5.3
5526,-19.448,-5.05
5527,-18.948,-5.3
5528,-18.448,-5.05
5529,-17.948,-5.3
5530,-17.448,-5.05
5531,-16.948,-5.3
5532,-16.448,-5.05
5533,-15.948,-5.3
5534,-15.448,-5.05
5535,-14.948,-5.3
5536,-14.448,-5.05
5537,-13.948,-5.3
5538,-13.448,-5.05
5539,-12.948,-5.3
5540,-12.448,-5.05
5541,-11.948,-5.3
5542,-11.448,-5.05
5543,-10.948,-5.3
5544,-10.448,-5.05
5545,-9.948,-5.3
5546,-9.448,-5.05
5547,-8.948,-5.3
5548,-8.448,-5.05
5549,-7.948,-5.3
5550,-7.448,-5.05
5551,-6.948,-5.3
5552,-6.448,-5.05
5553,-5.948,-5.3
5554,-5.448,-5.05
5555,-4.948,-5.3
5556,-4.448,-5.05
5557,-3.948,-5.3
5558,-3.448,-5.05
5559,-2.948,-5.3
5560,-2.448,-5.05
5561,-1.948,-5.3
5562,-1.448,-5.05
5563,-0.948,-5.3
5564,-0.448,-5.05
5565,0.0519999999999996,-5.3
5566,0.552,-5.05
5567,1.052,-5.3
5568,1.552,-5.05
5569,2.052,-5.3
5570,2.552,-5.05
5571,3.052,-5.3
5572,3.552,-5.05
5573,4.052,-5.3
5574,4.552,-5.05
5575,5.052,-5.3
5576,5.552,-5.05
5577,6.052,-5.3
5578,6.552,-5.05
5579,7.052,-5.3
5580,7.552,-5.05
5581,8.052,-5.3
5582,8.552,-5.05
5583,9.052,-5.3
5584,9.552,-5.05
5585,10.052,-5.3
5586,10.552,-5.05
5587,11.052,-5.3
5588,11.552,-5.05
5589,12.052,-5.3
5612,23.552,-5.05
5613,24.052,-5.3
5614,24.552,-5.05
5615,25.052,-5.3
5616,25.552,-5.05
5617,26.052,-5.3
5618,26.552,-5.05
5619,27.052,-5.3
5620,27.552,-5.05
5621,28.052,-5.3
5622,28.552,-5.05
5623,29.052,-5.3
5624,29.552,-5.05
5626,30.552,-5.05
5686,-22.448,-4.55
5687,-21.948,-4.8
5688,-21.448,-4.55
5689,-20.948,-4.8
5690,-20.448,-4.55
5691,-19.948,-4.8
5692,-19.448,-4.55
5693,-18.948,-4.8
5694,-18.448,-4.55
5695,-17.948,-4.8
5696,-17.448,-4.55
5697,-16.948,-4.8
5698,-16.448,-4.55
5699,-15.948,-4.8
5700,-15.448,-4.55
5701,-14.948,-4.8
5702,-14.448,-4.55
5703,-13.948,-4.8
5704,-13.448,-4.55
5705,-12.948,-4.8
5706,-12.448,-4.55
5707,-11.948,-4.8
5708,-11.448,-4.55
5709,-10.948,-4.8
5710,-10.448,-4.55
5711,-9.948,-4.8
5712,-9.448,-4.55
5713,-8.948,-4.8
5714,-8.448,-4.55
5715,-7.948,-4.8
5716,-7.448,-4.55
5717,-6.948,-4.8
5718,-6.448,-4.55
5719,-5.948,-4.8
5720,-5.448,-4.55
5721,-4.948,-4.8
5722,-4.448,-4.55
5723,-3.948,-4.8
5724,-3.448,-4.55
5725,-2.948,-4.8
5726,-2.448,-4.55
5727,-1.948,-4.8
5728,-1.448,-4.55
5729,-0.948,-4.8
5730,-0.448,-4.55
5731,0.0519999999999996,-4.8
5732,0.552,-4.55
5733,1.052,-4.8
5734,1.552,-4.55
5735,2.052,-4.8
5736,2.552,-4.55
5737,3.052,-4.8
5738,3.552,-4.55
5739,4.052,-4.8
5740,4.552,-4.55
5741,5.052,-4.8
5742,5.552,-4.55
5743,6.052,-4.8
5744,6.552,-4.55
5745,7.052,-4.8
5746,7.552,-4.55
5747,8.052,-4.8
5748,8.552,-4.55
5749,9.052,-4.8
5750,9.552,-4.55
5751,10.052,-4.8
5752,10.552,-4.55
5753,11.052,-4.8
5754,11.552,-4.55
5755,12.052,-4.8
5778,23.552,-4.55
5779,24.052,-4.8
5780,24.552,-4.55
5781,25.052,-4.8
5782,25.552,-4.55
5783,26.052,-4.8
5784,26.552,-4.55
5785,27.052,-4.8
5786,27.552,-4.55
5787,28.052,-4.8
5788,28.552,-4.55
5789,29.052,-4.8
5790,29.552,-4.55
5791,30.052,-4.8
5792,30.552,-4.55
5793,31.052,-4.8
5794,31.552,-4.55
5796,32.552,-4.55
5852,-22.448,-4.05
5853,-21.948,-4.3
5854,-21.448,-4.05
5855,-20.948,-4.3
5856,-20.448,-4.05
5857,-19.948,-4.3
5858,-19.448,-4.05
5859,-18.948,-4.3
5860,-18.448,-4.05
5861,-17.948,-4.3
5862,-17.448,-4.05
5863,-16.948,-4.3
5864,-16.448,-4.05
5865,-15.948,-4.3
5866,-15.448,-4.05
5867,-14.948,-4.3
5868,-14.448,-4.05
5869,-13.948,-4.3
5870,-13.448,-4.05
5871,-12.948,-4.3
5872,-12.448,-4.05
5873,-11.948,-4.3
5874,-11.448,-4.05
5875,-10.948,-4.3
5876,-10.448,-4.05
5877,-9.948,-4.3
5878,-9.448,-4.05
5879,-8.948,-4.3
5880,-8.448,-4.05
5881,-7.948,-4.3
5882,-7.448,-4.05
5883,-6.948,-4.3
5884,-6.448,-4.05
5885,-5.948,-4.3
5886,-5.448,-4.05
5887,-4.948,-4.3
5888,-4.448,-4.05
5889,-3.948,-4.3
5890,-3.448,-4.05
5891,-2.948,-4.3
5892,-2.448,-4.05
5893,-1.948,-4.3
5894,-1.448,-4.05
5895,-0.948,-4.3
5896,-0.448,-4.05
5897,0.0519999999999996,-4.3
5898,0.552,-4.05
5899,1.052,-4.3
5900,1.552,-4.05
5901,2.052,-4.3
5902,2.552,-4.05
5903,3.052,-4.3
5904,3.552,-4.05
5905,4.052,-4.3
5906,4.552,-4.05
5907,5.052,-4.3
5908,5.552,-4.05
5909,6.052,-4.3
5910,6.552,-4.05
5911,7.052,-4.3
5912,7.552,-4.05
5913,8.052,-4.3
5914,8.552,-4.05
5915,9.052,-4.3
5916,9.552,-4.05
5917,10.052,-4.3
5918,10.552,-4.05
5919,11.052,-4.3
5920,11.552,-4.05
5921,12.052,-4.3
5944,23.552,-4.05
5945,24.052,-4.3
5946,24.552,-4.05
5947,25.052,-4.3
5948,25.552,-4.05
5949,26.052,-4.3
5950,26.552,-4.05
5951,27.052,-4.3
5952,27.552,-4.05
5953,28.052,-4.3
5954,28.552,-4.05
5955,29.052,-4.3
5956,29.552,-4.05
5957,30.052,-4.3
5958,30.552,-4.05
5959,31.052,-4.3
5960,31.552,-4.05
5961,32.052,-4.3
5962,32.552,-4.05
5963,33.052,-4.3
5964,33.552,-4.05
5966,34.552,-4.05
6017,-22.948,-3.8
6018,-22.448,-3.55
6019,-21.948,-3.8
6020,-21.448,-3.55
6021,-20.948,-3.8
6022,-20.448,-3.55
6023,-19.948,-3.8
6024,-19.448,-3.55
6025,-18.948,-3.8
6026,-18.448,-3.55
6027,-17.948,-3.8
6028,-17.448,-3.55
6029,-16.948,-3.8
6030,-16.448,-3.55
6031,-15.948,-3.8
6032,-15.448,-3.55
6033,-14.948,-3.8
6034,-14.448,-3.55
6035,-13.948,-3.8
6036,-13.448,-3.55
6037,-12.948,-3.8
6038,-12.448,-3.55
6039,-11.948,-3.8
6040,-11.448,-3.55
6041,-10.948,-3.8
6042,-10.448,-3.55
6043,-9.948,-3.8
6044,-9.448,-3.55
6045,-8.948,-3.8
6046,-8.448,-3.55
6047,-7.948,-3.8
6048,-7.448,-3.55
6049,-6.948,-3.8
6050,-6.448,-3.55
6051,-5.948,-3.8
6052,-5.448,-3.55
6053,-4.948,-3.8
6054,-4.448,-3.55
6055,-3.948,-3.8
6056,-3.448,-3.55
6057,-2.948,-3.8
6058,-2.448,-3.55
6059,-1.948,-3.8
6060,-1.448,-3.55
6061,-0.948,-3.8
6062,-0.448,-3.55
6063,0.0519999999999996,-3.8
6064,0.552,-3.55
6065,1.052,-3.8
6066,1.552,-3.55
6067,2.052,-3.8
6068,2.552,-3.55
6069,3.052,-3.8
6070,3.552,-3.55
6071,4.052,-3.8
6072,4.552,-3.55
6073,5.052,-3.8
6074,5.552,-3.55
6075,6.052,-3.8
6076,6.552,-3.55
6077,7.052,-3.8
6078,7.552,-3.55
6079,8.052,-3.8
6080,8.552,-3.55
6081,9.052,-3.8
6082,9.552,-3.55
6083,10.052,-3.8
6084,10.552,-3.55
6085,11.052,-3.8
6086,11.552,-3.55
6087,12.052,-3.8
6110,23.552,-3.55
6111,24.052,-3.8
6112,24.552,-3.55
6113,25.052,-3.8
6114,25.552,-3.55
6115,26.052,-3.8
6116,26.552,-3.55
6117,27.052,-3.8
6118,27.552,-3.55
6119,28.052,-3.8
6120,28.552,-3.55
6121,29.052,-3.8
6122,29.552,-3.55
6123,30.052,-3.8
6124,30.552,-3.55
6125,31.052,-3.8
6126,31.552,-3.55
6127,32.052,-3.8
6128,32.552,-3.55
6129,33.052,-3.8
6130,33.552,-3.55
6131,34.052,-3.8
6132,34.552,-3.55
6133,35.052,-3.8
6183,-22.948,-3.3
6184,-22.448,-3.05
6185,-21.948,-3.3
6186,-21.448,-3.05
6187,-20.948,-3.3
6188,-20.448,-3.05
6189,-19.948,-3.3
6190,-19.448,-3.05
6191,-18.948,-3.3
6192,-18.448,-3.05
6193,-17.948,-3.3
6194,-17.448,-3.05
6195,-16.948,-3.3
6196,-16.448,-3.05
6197,-15.948,-3.3
6198,-15.448,-3.05
6199,-14.948,-3.3
6200,-14.448,-3.05
6201,-13.948,-3.3
6202,-13.448,-3.05
6203,-12.948,-3.3
6204,-12.448,-3.05
6205,-11.948,-3.3
6206,-11.448,-3.05
6207,-10.948,-3.3
6208,-10.448,-3.05
6209,-9.948,-3.3
6210,-9.448,-3.05
6211,-8.948,-3.3
6212,-8.448,-3.05
6213,-7.948,-3.3
6214,-7.448,-3.05
6215,-6.948,-3.3
6216,-6.448,-3.05
6217,-5.948,-3.3
6218,-5.448,-3.05
6219,-4.948,-3.3
6220,-4.448,-3.05
6221,-3.948,-3.3
6222,-3.448,-3.05
6223,-2.948,-3.3
6224,-2.448,-3.05
6225,-1.948,-3.3
6226,-1.448,-3.05
6227,-0.948,-3.3
6228,-0.448,-3.05
6229,0.0519999999999996,-3.3
6230,0.552,-3.05
6231,1.052,-3.3
6232,1.552,-3.05
6233,2.052,-3.3
6234,2.552,-3.05
6235,3.052,-3.3
6236,3.552,-3.05
6237,4.052,-3.3
6238,4.552,-3.05
6239,5.052,-3.3
6240,5.552,-3.05
6241,6.052,-3.3
6242,6.552,-3.05
6243,7.052,-3.3
6244,7.552,-3.05
6245,8.052,-3.3
6246,8.552,-3.05
6247,9.052,-3.3
6248,9.552,-3.05
6249,10.052,-3.3
6250,10.552,-3.05
6251,11.052,-3.3
6252,11.552,-3.05
6253,12.052,-3.3
6276,23.552,-3.05
6277,24.052,-3.3
6278,24.552,-3.05
6279,25.052,-3.3
6280,25.552,-3.05
6281,26.052,-3.3
6282,26.552,-3.05
6283,27.052,-3.3
6284,27.552,-3.05
6285,28.052,-3.3
6286,28.552,-3.05
6287,29.052,-3.3
6288,29.552,-3.05
6289,30.052,-3.3
6290,30.552,-3.05
6291,31.052,-3.3
6292,31.552,-3.05
6293,32.052,-3.3
6294,32.552,-3.05
6295,33.052,-3.3
6296,33.552,-3.05
6297,34.052,-3.3
6298,34.552,-3.05
6299,35.052,-3.3
6348,-23.448,-2.55
6349,-22.948,-2.8
6350,-22.448,-2.55
6351,-21.948,-2.8
6352,-21.448,-2.55
6353,-20.948,-2.8
6354,-20.448,-2.55
6355,-19.948,-2.8
6356,-19.448,-2.55
6357,-18.948,-2.8
6358,-18.448,-2.55
6359,-17.948,-2.8
6360,-17.448,-2.55
6361,-16.948,-2.8
6362,-16.448,-2.55
6363,-15.948,-2.8
6364,-15.448,-2.55
6365,-14.948,-2.8
6366,-14.448,-2.55
6367,-13.948,-2.8
6368,-13.448,-2.55
6369,-12.948,-2.8
6370,-12.448,-2.55
6371,-11.948,-2.8
6372,-11.448,-2.55
6373,-10.948,-2.8
6374,-10.448,-2.55
6375,-9.948,-2.8
6376,-9.448,-2.55
6377,-8.948,-2.8
6378,-8.448,-2.55
6379,-7.948,-2.8
6380,-7.448,-2.55
6381,-6.948,-2.8
6382,-6.448,-2.55
6383,-5.948,-2.8
