lid,aid,ninters
2094,0,5
2117,0,5
2118,0,7
2119,0,7
2120,0,5
2121,0,3
2122,0,3
2123,0,5
2124,0,7
2125,0,4
2126,0,4
2138,0,6
2139,0,10
2144,0,5
2145,0,3
2146,0,5
2147,0,8
2148,0,6
2149,0,6
2150,0,6
2151,0,8
2152,0,5
2153,0,5
2154,0,5
2155,0,3
2167,0,4
2168,0,3
2169,0,4
2170,0,5
2171,0,8
2172,0,7
2173,0,7
2174,0,5
2175,0,3
2176,0,7
2177,0,3
2178,0,3
2200,0,7
2201,0,9
2202,0,5
2203,0,5
2204,0,2
2205,0,2
2206,0,4
2207,0,4
2208,0,3
2209,0,3
2222,0,8
2223,0,8
2228,0,4
2230,0,2
2231,0,8
2232,0,8
2233,0,6
2234,0,6
2235,0,5
2236,0,3
2237,0,3
2238,0,3
2239,0,3
2251,0,5
2252,0,7
2253,0,9
2254,0,8
2255,0,9
2256,0,7
2257,0,5
2258,0,3
2259,0,3
2260,0,7
2261,0,3
2262,0,3
2284,0,7
2285,0,8
2286,0,8
2287,0,2
2289,0,5
2290,0,4
2291,0,4
2292,0,3
2293,0,3
2304,0,7
2305,0,8
2306,0,6
2307,0,6
2312,0,5
2313,0,6
2314,0,5
2315,0,7
2316,0,6
2317,0,7
2318,0,9
2319,0,7
2320,0,7
2321,0,5
2322,0,3
2323,0,3
2335,0,4
2336,0,3
2337,0,4
2338,0,3
2339,0,5
2340,0,5
2341,0,5
2342,0,3
2343,0,3
2344,0,7
2345,0,3
2346,0,3
2367,0,7
2368,0,8
2369,0,8
2370,0,8
2371,0,3
2372,0,5
2373,0,3
2374,0,2
2375,0,2
2376,0,2
2388,0,6
2389,0,5
2390,0,6
2391,0,6
2396,0,6
2397,0,3
2398,0,6
2399,0,7
2400,0,8
2401,0,6
2402,0,9
2403,0,5
2404,0,4
2405,0,5
2406,0,5
2407,0,5
2419,0,5
2420,0,6
2421,0,4
2422,0,3
2423,0,5
2424,0,5
2425,0,3
2426,0,3
2427,0,3
2428,0,7
2429,0,3
2430,0,3
2451,0,5
2452,0,8
2453,0,8
2454,0,10
2455,0,3
2456,0,3
2457,0,3
2458,0,3
2459,0,2
2460,0,2
2472,0,5
2473,0,4
2474,0,6
2475,0,8
2481,0,4
2482,0,4
2483,0,5
2484,0,6
2485,0,7
2486,0,6
2487,0,6
2488,0,4
2489,0,3
2490,0,3
2491,0,3
2504,0,2
2505,0,2
2507,0,3
2508,0,3
2509,0,3
2510,0,3
2511,0,3
2512,0,7
2513,0,3
2514,0,3
2534,0,5
2535,0,6
2536,0,6
2537,0,7
2538,0,3
2539,0,3
2540,0,3
2541,0,3
2542,0,2
2543,0,2
2556,0,8
2557,0,5
2558,0,6
2559,0,8
2564,0,2
2565,0,2
2567,0,4
2568,0,4
2569,0,6
2570,0,8
2571,0,6
2572,0,8
2573,0,6
2574,0,5
2575,0,3
2587,0,4
2588,0,3
2589,0,2
2591,0,3
2592,0,3
2593,0,3
2594,0,3
2595,0,3
2596,0,7
2597,0,3
2598,0,3
2618,0,6
2619,0,6
2620,0,6
2621,0,5
2622,0,3
2623,0,9
2624,0,3
2625,0,3
2626,0,2
2627,0,2
2642,0,6
2643,0,6
2648,0,2
2649,0,2
2651,0,4
2652,0,5
2653,0,8
2654,0,7
2655,0,6
2656,0,4
2657,0,6
2658,0,5
2659,0,5
2671,0,3
2672,0,4
2673,0,4
2674,0,3
2675,0,4
2676,0,3
2677,0,3
2678,0,3
2679,0,3
2680,0,7
2681,0,3
2682,0,3
2701,0,5
2702,0,6
2703,0,6
2704,0,6
2705,0,3
2706,0,3
2707,0,5
2708,0,7
2709,0,6
2710,0,6
2726,0,10
2727,0,10
2732,0,6
2733,0,5
2734,0,2
2735,0,5
2736,0,8
2737,0,10
2738,0,8
2739,0,7
2740,0,7
2741,0,8
2742,0,7
2743,0,7
2755,0,6
2756,0,6
2757,0,4
2758,0,2
2759,0,4
2760,0,4
2761,0,7
2762,0,7
2763,0,7
2764,0,9
2765,0,3
2766,0,3
2785,0,5
2786,0,8
2787,0,6
2788,0,2
2789,0,3
2790,0,5
2791,0,5
2792,0,5
2793,0,6
2794,0,6
2810,0,6
2811,0,8
2816,0,5
2817,0,4
2818,0,4
2819,0,9
2820,0,8
2821,0,7
2822,0,8
2823,0,6
2824,0,8
2825,0,7
2826,0,7
2827,0,9
2839,0,8
2840,0,4
2841,0,6
2842,0,3
2843,0,4
2844,0,5
2845,0,5
2846,0,7
2847,0,7
2848,0,9
2849,0,5
2850,0,3
2868,0,3
2869,0,4
2870,0,4
2871,0,5
2872,0,3
2873,0,2
2874,0,4
2875,0,5
2876,0,4
2877,0,4
2878,0,3
2879,0,5
2880,0,5
2881,0,5
2882,0,5
2883,0,5
2884,0,5
2885,0,6
2886,0,8
2887,0,7
2888,0,5
2889,0,5
2890,0,3
2891,0,6
2892,0,7
2893,0,11
2894,0,10
2895,0,11
2896,0,11
2897,0,7
2898,0,7
2899,0,7
2900,0,5
2901,0,2
2902,0,2
2903,0,5
2904,0,8
2905,0,7
2906,0,6
2907,0,6
2908,0,6
2909,0,6
2910,0,8
2911,0,10
2923,0,11
2924,0,8
2925,0,9
2926,0,7
2927,0,10
2928,0,9
2929,0,6
2930,0,6
2931,0,3
2932,0,10
2933,0,6
2934,0,6
2951,0,5
2952,0,3
2953,0,4
2954,0,4
2955,0,2
2956,0,2
2957,0,4
2958,0,5
2959,0,4
2960,0,4
2961,0,6
2962,0,7
2963,0,6
2964,0,4
2965,0,5
2966,0,5
2967,0,5
2968,0,5
2969,0,6
2970,0,6
2971,0,5
2972,0,5
2973,0,3
2974,0,3
2975,0,7
2976,0,9
2977,0,9
2978,0,8
2979,0,10
2980,0,9
2981,0,11
2982,0,11
2983,0,11
2984,0,8
2985,0,7
2986,0,6
2987,0,9
2988,0,9
2989,0,12
2990,0,11
2991,0,11
2992,0,9
2993,0,7
2994,0,9
2995,0,7
2996,0,5
2997,0,7
2998,0,9
2999,0,9
3000,0,9
3001,0,12
3002,0,8
3003,0,8
3004,0,6
3005,0,7
3006,0,10
3007,0,12
3008,0,4
3009,0,4
3010,0,3
3011,0,9
3012,0,9
3013,0,10
3014,0,10
3015,0,8
3016,0,9
3017,0,3
3018,0,3
3035,0,3
3036,0,4
3037,0,4
3038,0,4
3039,0,2
3040,0,2
3041,0,4
3042,0,4
3043,0,4
3044,0,4
3045,0,4
3046,0,6
3047,0,5
3048,0,5
3049,0,5
3050,0,4
3051,0,5
3052,0,5
3053,0,6
3054,0,4
3055,0,5
3056,0,3
3057,0,3
3058,0,4
3059,0,9
3060,0,9
3061,0,9
3062,0,8
3063,0,8
3064,0,7
3065,0,9
3066,0,9
3067,0,9
3068,0,5
3069,0,4
3070,0,5
3071,0,9
3072,0,11
3073,0,10
3074,0,10
3075,0,11
3076,0,9
3077,0,8
3078,0,10
3079,0,11
3080,0,9
3081,0,8
3082,0,8
3083,0,10
3084,0,11
3085,0,9
3086,0,7
3087,0,9
3088,0,7
3089,0,8
3090,0,12
3091,0,9
3092,0,7
3093,0,8
3094,0,6
3095,0,7
3096,0,8
3097,0,8
3098,0,6
3099,0,8
3100,0,9
3101,0,5
3102,0,5
3118,0,3
3119,0,3
3120,0,4
3121,0,4
3122,0,2
3123,0,2
3124,0,4
3125,0,4
3126,0,4
3127,0,4
3128,0,4
3129,0,5
3130,0,4
3131,0,4
3132,0,5
3133,0,5
3134,0,6
3135,0,7
3136,0,7
3137,0,8
3138,0,6
3139,0,7
3140,0,5
3141,0,3
3142,0,7
3143,0,9
3144,0,9
3145,0,11
3146,0,10
3147,0,10
3148,0,10
3149,0,11
3150,0,9
3151,0,8
3152,0,4
3153,0,3
3154,0,6
3155,0,8
3156,0,8
3157,0,12
3158,0,12
3159,0,9
3160,0,7
3161,0,8
3162,0,7
3163,0,7
3164,0,6
3165,0,6
3166,0,10
3167,0,9
3168,0,8
3169,0,6
3170,0,6
3171,0,8
3172,0,8
3173,0,7
3174,0,12
3175,0,8
3176,0,8
3177,0,4
3178,0,8
3179,0,11
3180,0,8
3181,0,5
3182,0,6
3183,0,4
3184,0,7
3185,0,3
3186,0,3
3202,0,3
3203,0,4
3204,0,4
3205,0,3
3206,0,2
3207,0,2
3208,0,2
3209,0,2
3210,0,4
3211,0,4
3212,0,4
3213,0,3
3214,0,2
3215,0,2
3217,0,2
3218,0,3
3219,0,3
3220,0,3
3221,0,4
3222,0,4
3223,0,4
3224,0,3
3225,0,4
3226,0,4
3227,0,7
3228,0,9
3229,0,9
3230,0,6
3231,0,7
3232,0,8
3233,0,5
3234,0,6
3235,0,7
3236,0,4
3238,0,4
3239,0,6
3240,0,8
3241,0,8
3242,0,9
3243,0,7
3244,0,7
3245,0,9
3246,0,4
3247,0,7
3248,0,5
3249,0,3
3250,0,4
3251,0,6
3252,0,4
3253,0,4
3254,0,5
3255,0,6
3256,0,5
3257,0,9
3258,0,6
3259,0,7
3260,0,3
3261,0,2
3262,0,3
3263,0,7
3264,0,6
3265,0,6
3266,0,5
3267,0,6
3268,0,5
3269,0,3
3270,0,3
3285,0,5
3286,0,5
3287,0,5
3288,0,5
3289,0,4
3290,0,4
3291,0,4
3292,0,4
3293,0,4
3294,0,6
3295,0,6
3296,0,5
3297,0,4
3298,0,4
3299,0,3
3300,0,2
3301,0,2
3302,0,3
3303,0,4
3304,0,7
3305,0,6
3306,0,8
3307,0,6
3308,0,8
3309,0,8
3310,0,8
3311,0,12
3312,0,10
3313,0,11
3314,0,8
3315,0,6
3316,0,5
3317,0,5
3318,0,5
3319,0,3
3320,0,2
3321,0,4
3322,0,4
3323,0,5
3324,0,8
3325,0,6
3326,0,6
3327,0,4
3328,0,5
3329,0,7
3330,0,5
3331,0,6
3332,0,6
3333,0,3
3334,0,11
3335,0,6
3336,0,5
3337,0,9
3338,0,6
3339,0,6
3340,0,9
3341,0,9
3342,0,5
3343,0,6
3344,0,4
3345,0,4
3346,0,6
3347,0,6
3348,0,7
3349,0,6
3350,0,4
3351,0,2
3352,0,8
3353,0,3
3354,0,3
3369,0,2
3370,0,3
3371,0,4
3372,0,3
3373,0,4
3374,0,4
3375,0,4
3376,0,4
3377,0,4
3378,0,6
3379,0,6
3380,0,5
3381,0,4
3382,0,4
3383,0,3
3384,0,3
3385,0,5
3386,0,4
3387,0,4
3388,0,6
3389,0,8
3390,0,9
3391,0,6
3392,0,5
3393,0,4
3394,0,6
3395,0,8
3396,0,9
3397,0,9
3398,0,10
3399,0,8
3400,0,3
3401,0,3
3402,0,2
3404,0,4
3405,0,4
3406,0,3
3407,0,8
3408,0,8
3409,0,6
3410,0,5
3411,0,3
3412,0,4
3413,0,4
3414,0,4
3415,0,5
3416,0,3
3417,0,4
3418,0,11
3419,0,7
3420,0,7
3421,0,10
3422,0,9
3423,0,9
3424,0,7
3425,0,7
3426,0,4
3427,0,3
3428,0,2
3429,0,4
3430,0,3
3431,0,6
3432,0,6
3433,0,4
3434,0,4
3435,0,2
3436,0,7
3437,0,3
3438,0,3
3452,0,2
3453,0,2
3454,0,2
3455,0,3
3456,0,3
3457,0,3
3458,0,3
3459,0,3
3460,0,3
3461,0,3
3462,0,4
3463,0,4
3464,0,4
3465,0,4
3466,0,3
3467,0,3
3468,0,7
3469,0,7
3470,0,9
3471,0,9
3472,0,9
3473,0,7
3474,0,7
3475,0,9
3476,0,7
3477,0,3
3478,0,5
3479,0,7
3480,0,9
3481,0,9
3482,0,6
3483,0,3
3484,0,3
3486,0,2
3487,0,3
3488,0,2
3489,0,4
3490,0,3
3491,0,6
3492,0,4
3493,0,4
3494,0,4
3495,0,4
3496,0,4
3497,0,4
3498,0,3
3499,0,4
3500,0,3
3501,0,7
3502,0,9
3503,0,6
3504,0,7
3505,0,12
3506,0,6
3507,0,6
3508,0,7
3509,0,5
3510,0,3
3511,0,2
3512,0,2
3513,0,2
3514,0,2
3515,0,4
3516,0,4
3517,0,4
3518,0,2
3519,0,3
3520,0,7
3521,0,3
3522,0,3
3536,0,2
3537,0,2
3538,0,2
3539,0,2
3540,0,2
3541,0,2
3542,0,2
3543,0,2
3544,0,2
3545,0,2
3546,0,3
3547,0,3
3548,0,3
3549,0,2
3550,0,2
3551,0,5
3552,0,6
3553,0,7
3554,0,6
3555,0,7
3556,0,10
3557,0,9
3558,0,7
3559,0,9
3560,0,5
3561,0,5
3562,0,5
3563,0,6
3564,0,10
3565,0,9
3566,0,6
3567,0,3
3568,0,3
3570,0,2
3571,0,2
3572,0,2
3573,0,3
3574,0,4
3575,0,5
3576,0,3
3577,0,2
3584,0,4
3585,0,4
3586,0,7
3587,0,5
3588,0,6
3589,0,10
3590,0,6
3591,0,6
3592,0,5
3593,0,2
3594,0,3
3595,0,2
3596,0,2
3598,0,2
3599,0,4
3600,0,4
3601,0,4
3602,0,3
3603,0,3
3604,0,7
3605,0,3
3606,0,3
3619,0,2
3620,0,2
3621,0,2
3622,0,2
3623,0,2
3624,0,2
3625,0,2
3626,0,2
3627,0,2
3628,0,2
3629,0,2
3630,0,2
3631,0,2
3632,0,2
3633,0,2
3635,0,5
3636,0,8
3637,0,10
3638,0,11
3639,0,7
3640,0,7
3641,0,9
3642,0,7
3643,0,9
3644,0,8
3645,0,8
3646,0,7
3647,0,6
3648,0,9
3649,0,9
3650,0,5
3651,0,7
3652,0,7
3653,0,5
3654,0,5
3655,0,6
3656,0,7
3657,0,9
3658,0,7
3659,0,6
3660,0,6
3661,0,5
3662,0,5
3663,0,5
3664,0,5
3665,0,5
3666,0,5
3667,0,5
3668,0,8
3669,0,8
3670,0,5
3671,0,9
3672,0,9
3673,0,7
3674,0,7
3675,0,7
3676,0,7
3677,0,5
3678,0,5
3679,0,5
3680,0,5
3681,0,6
3682,0,6
3683,0,8
3684,0,8
3685,0,6
3686,0,7
3687,0,7
3688,0,9
3689,0,3
3690,0,3
3703,0,6
3704,0,6
3705,0,6
3706,0,6
3707,0,6
3708,0,6
3709,0,6
3710,0,6
3711,0,6
3712,0,6
3713,0,6
3714,0,6
3715,0,6
3716,0,6
3717,0,5
3718,0,8
3719,0,11
3720,0,10
3721,0,13
3722,0,16
3723,0,12
3724,0,12
3725,0,10
3726,0,10
3727,0,11
3728,0,14
3729,0,12
3730,0,9
3731,0,11
3732,0,11
3733,0,11
3734,0,9
3735,0,9
3736,0,11
3737,0,9
3738,0,9
3739,0,9
3740,0,9
3741,0,9
3742,0,9
3743,0,9
3744,0,9
3745,0,9
3746,0,9
3747,0,9
3748,0,9
3749,0,9
3750,0,9
3751,0,12
3752,0,12
3753,0,11
3754,0,11
3755,0,11
3756,0,11
3757,0,11
3758,0,9
3759,0,9
3760,0,11
3761,0,9
3762,0,9
3763,0,9
3764,0,9
3765,0,9
3766,0,9
3767,0,10
3768,0,10
3769,0,11
3770,0,11
3771,0,11
3772,0,5
3773,0,5
3774,0,5
3786,0,5
3787,0,5
3788,0,5
3789,0,5
3790,0,5
3791,0,5
3792,0,5
3793,0,5
3794,0,5
3795,0,5
3796,0,5
3797,0,5
3798,0,6
3799,0,6
3800,0,7
3801,0,7
3802,0,9
3803,0,11
3804,0,13
3805,0,13
3806,0,12
3807,0,9
3808,0,9
3809,0,9
3810,0,9
3811,0,9
3812,0,11
3813,0,11
3814,0,9
3815,0,9
3816,0,9
3817,0,7
3818,0,7
3819,0,7
3820,0,7
3821,0,7
3822,0,7
3823,0,7
3824,0,7
3825,0,7
3826,0,7
3827,0,7
3828,0,7
3829,0,7
3830,0,7
3831,0,7
3832,0,7
3833,0,9
3834,0,9
3835,0,9
3836,0,11
3837,0,9
3838,0,9
3839,0,9
3840,0,7
3841,0,7
3842,0,7
3843,0,7
3844,0,7
3845,0,7
3846,0,7
3847,0,7
3848,0,7
3849,0,7
3850,0,7
3851,0,9
3852,0,9
3853,0,9
3854,0,9
3855,0,7
3856,0,3
3857,0,3
3858,0,3
