"idx","x","z"
3206,-29.448,16.7
3207,-28.448,16.7
3208,-27.448,16.7
3209,-26.448,16.7
3210,-25.448,16.7
3211,-24.448,16.7
3212,-23.448,16.7
3213,-22.448,16.7
3214,-21.448,16.7
3215,-20.448,16.7
3216,-19.448,16.7
3217,-18.448,16.7
3218,-17.448,16.7
3219,-16.448,16.7
3220,-15.448,16.7
3221,-14.448,16.7
3222,-13.448,16.7
3223,-12.448,16.7
3224,-11.448,16.7
3225,-10.448,16.7
3226,-9.448,16.7
3227,-8.448,16.7
3228,-7.448,16.7
3229,-6.448,16.7
3230,-5.448,16.7
3231,-4.448,16.7
3232,-3.448,16.7
3233,-2.448,16.7
3234,-1.448,16.7
3235,-0.448,16.7
3236,0.552,16.7
3237,1.552,16.7
3238,2.552,16.7
3239,3.552,16.7
3240,4.552,16.7
3241,5.552,16.7
3242,6.552,16.7
3243,7.552,16.7
3244,8.552,16.7
3245,9.552,16.7
3246,10.552,16.7
3247,11.552,16.7
3248,12.552,16.7
3249,13.552,16.7
3250,14.552,16.7
3251,15.552,16.7
3252,16.552,16.7
3253,17.552,16.7
3254,18.552,16.7
3255,19.552,16.7
3256,20.552,16.7
3257,21.552,16.7
3258,22.552,16.7
3259,23.552,16.7
3260,24.552,16.7
3261,25.552,16.7
3262,26.552,16.7
3263,27.552,16.7
3264,28.552,16.7
3265,29.552,16.7
3266,30.552,16.7
3267,31.552,16.7
3268,32.552,16.7
3269,33.552,16.7
3270,34.552,16.7
3285,-34.448,17.7
3286,-33.448,17.7
3287,-32.448,17.7
3288,-31.448,17.7
3289,-30.448,17.7
3290,-29.448,17.7
3291,-28.448,17.7
3292,-27.448,17.7
3293,-26.448,17.7
3294,-25.448,17.7
3295,-24.448,17.7
3296,-23.448,17.7
3297,-22.448,17.7
3298,-21.448,17.7
3299,-20.448,17.7
3300,-19.448,17.7
3301,-18.448,17.7
3302,-17.448,17.7
3303,-16.448,17.7
3304,-15.448,17.7
3305,-14.448,17.7
3306,-13.448,17.7
3307,-12.448,17.7
3308,-11.448,17.7
3309,-10.448,17.7
3310,-9.448,17.7
3311,-8.448,17.7
3312,-7.448,17.7
3313,-6.448,17.7
3314,-5.448,17.7
3315,-4.448,17.7
3316,-3.448,17.7
3317,-2.448,17.7
3318,-1.448,17.7
3319,-0.448,17.7
3320,0.552,17.7
3321,1.552,17.7
3322,2.552,17.7
3323,3.552,17.7
3324,4.552,17.7
3325,5.552,17.7
3326,6.552,17.7
3327,7.552,17.7
3328,8.552,17.7
3329,9.552,17.7
3330,10.552,17.7
3331,11.552,17.7
3332,12.552,17.7
3333,13.552,17.7
3334,14.552,17.7
3335,15.552,17.7
3336,16.552,17.7
3337,17.552,17.7
3338,18.552,17.7
3339,19.552,17.7
3340,20.552,17.7
3341,21.552,17.7
3342,22.552,17.7
3343,23.552,17.7
3344,24.552,17.7
3345,25.552,17.7
3346,26.552,17.7
3347,27.552,17.7
3348,28.552,17.7
3349,29.552,17.7
3350,30.552,17.7
3351,31.552,17.7
3352,32.552,17.7
3353,33.552,17.7
3354,34.552,17.7
3369,-34.448,18.7
3370,-33.448,18.7
3371,-32.448,18.7
3372,-31.448,18.7
3373,-30.448,18.7
3374,-29.448,18.7
3375,-28.448,18.7
3376,-27.448,18.7
3377,-26.448,18.7
3378,-25.448,18.7
3379,-24.448,18.7
3380,-23.448,18.7
3381,-22.448,18.7
3382,-21.448,18.7
3383,-20.448,18.7
3384,-19.448,18.7
3385,-18.448,18.7
3386,-17.448,18.7
3387,-16.448,18.7
3388,-15.448,18.7
3389,-14.448,18.7
3390,-13.448,18.7
3391,-12.448,18.7
3392,-11.448,18.7
3393,-10.448,18.7
3394,-9.448,18.7
3395,-8.448,18.7
3396,-7.448,18.7
3397,-6.448,18.7
3398,-5.448,18.7
3399,-4.448,18.7
3400,-3.448,18.7
3401,-2.448,18.7
3402,-1.448,18.7
3403,-0.448,18.7
3404,0.552,18.7
3405,1.552,18.7
3406,2.552,18.7
3407,3.552,18.7
3408,4.552,18.7
3409,5.552,18.7
3410,6.552,18.7
3411,7.552,18.7
3412,8.552,18.7
3413,9.552,18.7
3414,10.552,18.7
3415,11.552,18.7
3416,12.552,18.7
3417,13.552,18.7
3418,14.552,18.7
3419,15.552,18.7
3420,16.552,18.7
3421,17.552,18.7
3422,18.552,18.7
3423,19.552,18.7
3424,20.552,18.7
3425,21.552,18.7
3426,22.552,18.7
3427,23.552,18.7
3428,24.552,18.7
3429,25.552,18.7
3430,26.552,18.7
3431,27.552,18.7
3432,28.552,18.7
3433,29.552,18.7
3434,30.552,18.7
3435,31.552,18.7
3436,32.552,18.7
3437,33.552,18.7
3438,34.552,18.7
3452,-35.448,19.7
3453,-34.448,19.7
3454,-33.448,19.7
3455,-32.448,19.7
3456,-31.448,19.7
3457,-30.448,19.7
3458,-29.448,19.7
3459,-28.448,19.7
3460,-27.448,19.7
3461,-26.448,19.7
3462,-25.448,19.7
3463,-24.448,19.7
3464,-23.448,19.7
3465,-22.448,19.7
3466,-21.448,19.7
3467,-20.448,19.7
3468,-19.448,19.7
3469,-18.448,19.7
3470,-17.448,19.7
3471,-16.448,19.7
3472,-15.448,19.7
3473,-14.448,19.7
3474,-13.448,19.7
3475,-12.448,19.7
3476,-11.448,19.7
3477,-10.448,19.7
3478,-9.448,19.7
3479,-8.448,19.7
3480,-7.448,19.7
3481,-6.448,19.7
3482,-5.448,19.7
3483,-4.448,19.7
3484,-3.448,19.7
3485,-2.448,19.7
3486,-1.448,19.7
3487,-0.448,19.7
3488,0.552,19.7
3489,1.552,19.7
3490,2.552,19.7
3491,3.552,19.7
3492,4.552,19.7
3493,5.552,19.7
3494,6.552,19.7
3495,7.552,19.7
3496,8.552,19.7
3497,9.552,19.7
3498,10.552,19.7
3499,11.552,19.7
3500,12.552,19.7
3501,13.552,19.7
3502,14.552,19.7
3503,15.552,19.7
3504,16.552,19.7
3505,17.552,19.7
3506,18.552,19.7
3507,19.552,19.7
3508,20.552,19.7
3509,21.552,19.7
3510,22.552,19.7
3511,23.552,19.7
3512,24.552,19.7
3513,25.552,19.7
3514,26.552,19.7
3515,27.552,19.7
3516,28.552,19.7
3517,29.552,19.7
3518,30.552,19.7
3519,31.552,19.7
3520,32.552,19.7
3521,33.552,19.7
3522,34.552,19.7
3536,-35.448,20.7
3537,-34.448,20.7
3538,-33.448,20.7
3539,-32.448,20.7
3540,-31.448,20.7
3541,-30.448,20.7
3542,-29.448,20.7
3543,-28.448,20.7
3544,-27.448,20.7
3545,-26.448,20.7
3546,-25.448,20.7
3547,-24.448,20.7
3548,-23.448,20.7
3549,-22.448,20.7
3550,-21.448,20.7
3551,-20.448,20.7
3552,-19.448,20.7
3553,-18.448,20.7
3554,-17.448,20.7
3555,-16.448,20.7
3556,-15.448,20.7
3557,-14.448,20.7
3558,-13.448,20.7
3559,-12.448,20.7
3560,-11.448,20.7
3561,-10.448,20.7
3562,-9.448,20.7
3563,-8.448,20.7
3564,-7.448,20.7
3565,-6.448,20.7
3566,-5.448,20.7
3567,-4.448,20.7
3568,-3.448,20.7
3569,-2.448,20.7
3570,-1.448,20.7
3571,-0.448,20.7
3572,0.552,20.7
3573,1.552,20.7
3574,2.552,20.7
3575,3.552,20.7
3576,4.552,20.7
3577,5.552,20.7
3578,6.552,20.7
3579,7.552,20.7
3580,8.552,20.7
3581,9.552,20.7
3582,10.552,20.7
3583,11.552,20.7
3584,12.552,20.7
3585,13.552,20.7
3586,14.552,20.7
3587,15.552,20.7
3588,16.552,20.7
3589,17.552,20.7
3590,18.552,20.7
3591,19.552,20.7
3592,20.552,20.7
3593,21.552,20.7
3594,22.552,20.7
3595,23.552,20.7
3596,24.552,20.7
3597,25.552,20.7
3598,26.552,20.7
3599,27.552,20.7
3600,28.552,20.7
3601,29.552,20.7
3602,30.552,20.7
3603,31.552,20.7
3604,32.552,20.7
3605,33.552,20.7
3606,34.552,20.7
3619,-36.448,21.7
3620,-35.448,21.7
3621,-34.448,21.7
3622,-33.448,21.7
3623,-32.448,21.7
3624,-31.448,21.7
3625,-30.448,21.7
3626,-29.448,21.7
3627,-28.448,21.7
3628,-27.448,21.7
3629,-26.448,21.7
3630,-25.448,21.7
3631,-24.448,21.7
3632,-23.448,21.7
3633,-22.448,21.7
3634,-21.448,21.7
3635,-20.448,21.7
3636,-19.448,21.7
3637,-18.448,21.7
3638,-17.448,21.7
3639,-16.448,21.7
3640,-15.448,21.7
3641,-14.448,21.7
3642,-13.448,21.7
3643,-12.448,21.7
3644,-11.448,21.7
3645,-10.448,21.7
3646,-9.448,21.7
3647,-8.448,21.7
3648,-7.448,21.7
3649,-6.448,21.7
3650,-5.448,21.7
3651,-4.448,21.7
3652,-3.448,21.7
3653,-2.448,21.7
3654,-1.448,21.7
3655,-0.448,21.7
3656,0.552,21.7
3657,1.552,21.7
3658,2.552,21.7
3659,3.552,21.7
3660,4.552,21.7
3661,5.552,21.7
3662,6.552,21.7
3663,7.552,21.7
3664,8.552,21.7
3665,9.552,21.7
3666,10.552,21.7
3667,11.552,21.7
3668,12.552,21.7
3669,13.552,21.7
3670,14.552,21.7
3671,15.552,21.7
3672,16.552,21.7
3673,17.552,21.7
3674,18.552,21.7
3675,19.552,21.7
3676,20.552,21.7
3677,21.552,21.7
3678,22.552,21.7
3679,23.552,21.7
3680,24.552,21.7
3681,25.552,21.7
3682,26.552,21.7
3683,27.552,21.7
3684,28.552,21.7
3685,29.552,21.7
3686,30.552,21.7
3687,31.552,21.7
3688,32.552,21.7
3689,33.552,21.7
3690,34.552,21.7
3703,-36.448,22.7
3704,-35.448,22.7
3705,-34.448,22.7
3706,-33.448,22.7
3707,-32.448,22.7
3708,-31.448,22.7
3709,-30.448,22.7
3710,-29.448,22.7
3711,-28.448,22.7
3712,-27.448,22.7
3713,-26.448,22.7
3714,-25.448,22.7
3715,-24.448,22.7
3716,-23.448,22.7
3717,-22.448,22.7
3718,-21.448,22.7
3719,-20.448,22.7
3720,-19.448,22.7
3721,-18.448,22.7
3722,-17.448,22.7
3723,-16.448,22.7
3724,-15.448,22.7
3725,-14.448,22.7
3726,-13.448,22.7
3727,-12.448,22.7
3728,-11.448,22.7
3729,-10.448,22.7
3730,-9.448,22.7
3731,-8.448,22.7
3732,-7.448,22.7
3733,-6.448,22.7
3734,-5.448,22.7
3735,-4.448,22.7
3736,-3.448,22.7
3737,-2.448,22.7
3738,-1.448,22.7
3739,-0.448,22.7
3740,0.552,22.7
3741,1.552,22.7
3742,2.552,22.7
3743,3.552,22.7
3744,4.552,22.7
3745,5.552,22.7
3746,6.552,22.7
3747,7.552,22.7
3748,8.552,22.7
3749,9.552,22.7
3750,10.552,22.7
3751,11.552,22.7
3752,12.552,22.7
3753,13.552,22.7
3754,14.552,22.7
3755,15.552,22.7
3756,16.552,22.7
3757,17.552,22.7
3758,18.552,22.7
3759,19.552,22.7
3760,20.552,22.7
3761,21.552,22.7
3762,22.552,22.7
3763,23.552,22.7
3764,24.552,22.7
3765,25.552,22.7
3766,26.552,22.7
3767,27.552,22.7
3768,28.552,22.7
3769,29.552,22.7
3770,30.552,22.7
3771,31.552,22.7
3772,32.552,22.7
3773,33.552,22.7
3774,34.552,22.7
3786,-37.448,23.7
3787,-36.448,23.7
3788,-35.448,23.7
3789,-34.448,23.7
3790,-33.448,23.7
3791,-32.448,23.7
3792,-31.448,23.7
3793,-30.448,23.7
3794,-29.448,23.7
3795,-28.448,23.7
3796,-27.448,23.7
3797,-26.448,23.7
3798,-25.448,23.7
3799,-24.448,23.7
3800,-23.448,23.7
3801,-22.448,23.7
3802,-21.448,23.7
3803,-20.448,23.7
3804,-19.448,23.7
3805,-18.448,23.7
3806,-17.448,23.7
3807,-16.448,23.7
3808,-15.448,23.7
3809,-14.448,23.7
3810,-13.448,23.7
3811,-12.448,23.7
3812,-11.448,23.7
3813,-10.448,23.7
3814,-9.448,23.7
3815,-8.448,23.7
3816,-7.448,23.7
3817,-6.448,23.7
3818,-5.448,23.7
3819,-4.448,23.7
3820,-3.448,23.7
3821,-2.448,23.7
3822,-1.448,23.7
3823,-0.448,23.7
3824,0.552,23.7
3825,1.552,23.7
3826,2.552,23.7
3827,3.552,23.7
3828,4.552,23.7
3829,5.552,23.7
3830,6.552,23.7
3831,7.552,23.7
3832,8.552,23.7
3833,9.552,23.7
3834,10.552,23.7
3835,11.552,23.7
3836,12.552,23.7
3837,13.552,23.7
3838,14.552,23.7
3839,15.552,23.7
3840,16.552,23.7
3841,17.552,23.7
3842,18.552,23.7
3843,19.552,23.7
3844,20.552,23.7
3845,21.552,23.7
3846,22.552,23.7
3847,23.552,23.7
3848,24.552,23.7
3849,25.552,23.7
3850,26.552,23.7
3851,27.552,23.7
3852,28.552,23.7
3853,29.552,23.7
3854,30.552,23.7
3855,31.552,23.7
3856,32.552,23.7
3857,33.552,23.7
3858,34.552,23.7
