bid,lid,aid,sid,x,z,hit1,hit2
173,970,2,33,-0.151005,-7.04,1,1
159,970,2,35,1.14663,-4.74,1,1
153,970,2,37,2.10872,-3.1,1,1
134,970,2,38,2.16707,-1.34,1,1
156,970,2,38,2.16707,-1.34,1,1
355,970,3,1,2.552,-9.8,1,1
355,970,3,4,2.56376,-9.8,1,1
2,970,3,5,2.55868,-9.82,1,1
2,970,3,34,-1.79716,-9.82,1,1
355,970,3,34,-1.80963,-9.8,1,1
172,970,3,35,-2.42852,-8.7,1,1
353,970,3,35,-2.42852,-8.7,1,1
171,970,3,36,-2.84,-7.88679,1,1
336,970,3,36,-2.84,-7.88679,1,1
355,970,4,2,2.54587,-9.8,1,1
2,970,4,5,2.58303,-9.82,1,1
355,970,4,5,2.56989,-9.8,1,1
355,970,5,3,2.54346,-9.8,1,1
2,970,5,6,2.97963,-9.82,1,1
355,970,5,6,2.88003,-9.8,1,1
2,972,0,34,8.9261,-9.82,1,1
351,972,0,34,8.9261,-9.82,1,1
7,972,1,39,12.22,-4.31256,1,1
183,972,1,39,11.9235,-4.86,1,1
184,972,1,39,12.22,-4.31256,1,1
349,972,1,39,11.9235,-4.86,1,1
2,972,2,5,4.46481,-9.82,1,1
351,972,2,5,4.46483,-9.82,1,1
2,972,2,6,4.32356,-9.82,1,1
351,972,2,6,4.32356,-9.82,1,1
347,972,2,7,3.44,-9.46275,1,1
352,972,2,7,3.44,-9.46275,1,1
174,972,2,9,1.99939,-8.7,1,1
353,972,2,9,1.99939,-8.7,1,1
158,972,2,33,1.94,-6.85649,1,1
162,972,2,33,1.84899,-7.04,1,1
166,972,2,33,1.94,-6.85649,1,1
173,972,2,33,1.84899,-7.04,1,1
164,972,2,35,3.09285,-4.82,1,1
147,972,2,37,4.11614,-3.08,1,1
139,972,2,38,4.31208,-1.82,1,1
150,972,2,38,4.31208,-1.82,1,1
135,972,2,39,3.74,-0.588608,1,1
142,972,2,39,3.74,-0.588608,1,1
2,972,3,5,4.55868,-9.82,1,1
351,972,3,5,4.55868,-9.82,1,1
2,972,3,34,0.202846,-9.82,1,1
355,972,3,34,0.190371,-9.8,1,1
174,972,3,35,-0.428522,-8.7,1,1
353,972,3,35,-0.428522,-8.7,1,1
168,972,3,36,-0.84,-7.88679,1,1
171,972,3,38,-2.84,-5.93313,1,1
336,972,3,38,-2.84,-5.93313,1,1
2,972,4,5,4.58303,-9.82,1,1
351,972,4,5,4.58303,-9.82,1,1
2,972,5,6,4.97963,-9.82,1,1
351,972,5,6,4.97963,-9.82,1,1
2,974,0,34,10.9261,-9.82,1,1
351,974,0,34,10.9261,-9.82,1,1
7,974,1,37,12.22,-6.05125,1,1
350,974,1,37,12.22,-6.05125,1,1
2,974,2,5,6.46484,-9.82,1,1
351,974,2,5,6.46483,-9.82,1,1
2,974,2,6,6.32357,-9.82,1,1
351,974,2,6,6.32356,-9.82,1,1
175,974,2,10,3.44,-8.39436,1,1
347,974,2,10,3.44,-8.39436,1,1
175,974,2,32,3.44,-7.77689,1,1
347,974,2,32,3.44,-7.77689,1,1
348,974,2,35,5.06596,-4.86,1,1
2,974,3,5,6.55868,-9.82,1,1
351,974,3,5,6.55868,-9.82,1,1
2,974,3,34,2.20285,-9.82,1,1
355,974,3,34,2.19037,-9.8,1,1
174,974,3,35,1.57148,-8.7,1,1
353,974,3,35,1.57148,-8.7,1,1
162,974,3,36,0.687201,-7.04,1,1
173,974,3,36,0.687201,-7.04,1,1
161,974,3,38,-0.84,-5.93313,1,1
168,974,3,38,-0.84,-5.93313,1,1
2,974,4,5,6.58303,-9.82,1,1
351,974,4,5,6.58303,-9.82,1,1
2,974,5,6,6.97963,-9.82,1,1
351,974,5,6,6.97963,-9.82,1,1
7,976,0,33,12.22,-8.72824,1,1
350,976,0,33,12.22,-8.72825,1,1
7,976,1,35,12.22,-6.05213,1,1
350,976,1,35,12.22,-6.05213,1,1
2,976,2,5,8.46483,-9.82,1,1
351,976,2,5,8.46483,-9.82,1,1
2,976,2,6,8.32357,-9.82,1,1
351,976,2,6,8.32356,-9.82,1,1
186,976,2,35,7.08,-4.83911,1,1
348,976,2,35,7.06596,-4.86,1,1
176,976,2,39,7.84,-0.75142,1,1
2,976,3,5,8.55868,-9.82,1,1
351,976,3,5,8.55868,-9.82,1,1
2,976,3,34,4.20285,-9.82,1,1
351,976,3,34,4.20285,-9.82,1,1
175,976,3,35,3.44,-8.43149,1,1
347,976,3,35,3.44,-8.43149,1,1
167,976,3,36,2.6872,-7.04,1,1
173,976,3,36,2.6872,-7.04,1,1
158,976,3,37,1.94,-6.12467,1,1
166,976,3,37,1.94,-6.12467,1,1
2,976,4,5,8.58303,-9.82,1,1
351,976,4,5,8.58303,-9.82,1,1
2,976,5,6,8.97963,-9.82,1,1
351,976,5,6,8.97963,-9.82,1,1
7,978,0,8,12.22,-8.50529,1,1
350,978,0,8,12.22,-8.50529,1,1
7,978,1,34,12.22,-6.0402,1,1
350,978,1,34,12.22,-6.0402,1,1
2,978,2,5,10.4648,-9.82,1,1
351,978,2,5,10.4648,-9.82,1,1
2,978,2,6,10.3236,-9.82,1,1
351,978,2,6,10.3236,-9.82,1,1
182,978,2,35,9.06596,-4.86,1,1
348,978,2,35,9.06596,-4.86,1,1
2,978,3,5,10.5587,-9.82,1,1
351,978,3,5,10.5587,-9.82,1,1
2,978,3,34,6.20285,-9.82,1,1
351,978,3,34,6.20285,-9.82,1,1
163,978,3,38,3.44,-5.99876,1,1
347,978,3,38,3.44,-5.99876,1,1
158,978,3,39,1.94,-5.90374,1,1
166,978,3,39,1.94,-5.90374,1,1
2,978,4,5,10.583,-9.82,1,1
351,978,4,5,10.583,-9.82,1,1
2,978,5,6,10.9796,-9.82,1,1
351,978,5,6,10.9796,-9.82,1,1
2,1032,0,35,-14.5067,-9.82,1,1
332,1032,0,35,-14.5164,-9.8,1,1
34,1032,1,38,-12.8334,-4.79,1,1
333,1032,1,38,-12.8427,-4.8,1,1
1,1032,2,7,-20.5201,-8.48262,1,1
330,1032,2,7,-20.4573,-8.51392,1,1
1,1032,2,33,-21.9997,-5.73487,1,1
330,1032,2,33,-21.9795,-5.69423,1,1
33,1032,2,36,-20.1813,-2.66119,1,1
331,1032,2,36,-20.1669,-2.63717,1,1
32,1032,2,37,-19.6838,-1.5402,1,1
35,1032,2,37,-19.6938,-1.56729,1,1
1,1032,3,7,-20.0199,-9.41153,1,1
330,1032,3,7,-19.9852,-9.38849,1,1
2,1032,4,7,-19.1909,-9.82,1,1
332,1032,4,7,-19.1922,-9.8,1,1
2,1032,5,9,-17.0592,-9.82,1,1
332,1032,5,9,-17.1001,-9.8,1,1
2,1033,0,34,-13.762,-9.82,1,1
332,1033,0,34,-13.7745,-9.8,1,1
34,1033,1,38,-11.364,-4.79,1,1
334,1033,1,38,-11.3734,-4.8,1,1
1,1033,2,8,-20.5543,-8.41919,1,1
330,1033,2,8,-20.4889,-8.4554,1,1
1,1033,2,33,-21.35,-6.94135,1,1
330,1033,2,33,-21.3291,-6.89908,1,1
33,1033,2,36,-19.5502,-3.77952,1,1
331,1033,2,36,-19.5504,-3.77986,1,1
32,1033,2,38,-18.764,-1.06807,1,1
35,1033,2,38,-18.7578,-1.08865,1,1
2,1033,3,7,-18.8818,-9.82,1,1
332,1033,3,7,-18.8516,-9.8,1,1
2,1033,4,7,-18.2216,-9.82,1,1
332,1033,4,7,-18.2229,-9.8,1,1
2,1033,5,8,-16.9933,-9.82,1,1
332,1033,5,8,-17.0294,-9.8,1,1
2,1034,0,35,-12.5066,-9.82,1,1
332,1034,0,35,-12.5164,-9.8,1,1
34,1034,1,38,-10.8334,-4.79,1,1
334,1034,1,38,-10.8427,-4.8,1,1
33,1034,2,35,-19.2443,-4.32156,1,1
331,1034,2,35,-19.252,-4.33295,1,1
32,1034,2,38,-17.7675,-0.556525,1,1
35,1034,2,38,-17.7608,-0.57881,1,1
2,1034,3,8,-18.6593,-9.82,1,1
332,1034,3,8,-18.626,-9.8,1,1
2,1034,4,7,-17.1909,-9.82,1,1
332,1034,4,7,-17.1922,-9.8,1,1
2,1034,5,9,-15.0592,-9.82,1,1
332,1034,5,9,-15.1001,-9.8,1,1
2,1035,0,34,-11.762,-9.82,1,1
332,1035,0,34,-11.7745,-9.8,1,1
34,1035,1,38,-9.36398,-4.79,1,1
334,1035,1,38,-9.37336,-4.8,1,1
34,1035,2,35,-18.2231,-4.79,1,1
333,1035,2,35,-18.2298,-4.8,1,1
32,1035,2,39,-17.1632,-0.246285,1,1
35,1035,2,39,-17.1506,-0.26677,1,1
2,1035,3,7,-16.8818,-9.82,1,1
332,1035,3,7,-16.8516,-9.8,1,1
2,1035,4,7,-16.2216,-9.82,1,1
332,1035,4,7,-16.2229,-9.8,1,1
2,1035,5,8,-14.9933,-9.82,1,1
332,1035,5,8,-15.0294,-9.8,1,1
2,1036,0,35,-10.5067,-9.82,1,1
332,1036,0,35,-10.5164,-9.8,1,1
28,1036,1,38,-8.36,-4.28576,1,1
29,1036,1,38,-8.36,-4.28576,1,1
34,1036,1,38,-8.83336,-4.79,1,1
334,1036,1,38,-8.84275,-4.8,1,1
34,1036,2,34,-17.5048,-4.79,1,1
333,1036,2,34,-17.5102,-4.8,1,1
32,1036,2,39,-16.1694,0.263851,1,1
2,1036,3,8,-16.6593,-9.82,1,1
332,1036,3,8,-16.626,-9.8,1,1
2,1036,3,33,-19.1504,-9.82,1,1
332,1036,3,33,-19.1637,-9.8,1,1
1,1036,3,38,-22.3724,-5.04274,1,1
330,1036,3,38,-22.3253,-5.05377,1,1
2,1036,4,7,-15.1909,-9.82,1,1
332,1036,4,7,-15.1922,-9.8,1,1
2,1036,5,9,-13.0592,-9.82,1,1
332,1036,5,9,-13.1001,-9.8,1,1
2,1037,0,34,-9.76204,-9.82,1,1
332,1037,0,34,-9.77452,-9.8,1,1
24,1037,1,38,-7.36398,-4.79,1,1
334,1037,1,38,-7.37336,-4.8,1,1
