"idx","x","z"
3172,20.552,16.2
3173,21.552,15.7
3174,22.552,16.2
3175,23.552,15.7
3176,24.552,16.2
3177,25.552,15.7
3178,26.552,16.2
3179,27.552,15.7
3180,28.552,16.2
3181,29.552,15.7
3182,30.552,16.2
3183,31.552,15.7
3184,32.552,16.2
3185,33.552,15.7
3186,34.552,16.2
3202,-33.448,17.2
3203,-32.448,16.7
3204,-31.448,17.2
3205,-30.448,16.7
3206,-29.448,17.2
3207,-28.448,16.7
3208,-27.448,17.2
3209,-26.448,16.7
3210,-25.448,17.2
3211,-24.448,16.7
3212,-23.448,17.2
3213,-22.448,16.7
3214,-21.448,17.2
3215,-20.448,16.7
3216,-19.448,17.2
3217,-18.448,16.7
3218,-17.448,17.2
3219,-16.448,16.7
3220,-15.448,17.2
3221,-14.448,16.7
3222,-13.448,17.2
3223,-12.448,16.7
3224,-11.448,17.2
3225,-10.448,16.7
3226,-9.448,17.2
3227,-8.448,16.7
3228,-7.448,17.2
3229,-6.448,16.7
3230,-5.448,17.2
3231,-4.448,16.7
3232,-3.448,17.2
3233,-2.448,16.7
3234,-1.448,17.2
3235,-0.448,16.7
3236,0.552,17.2
3237,1.552,16.7
3238,2.552,17.2
3239,3.552,16.7
3240,4.552,17.2
3241,5.552,16.7
3242,6.552,17.2
3243,7.552,16.7
3244,8.552,17.2
3245,9.552,16.7
3246,10.552,17.2
3247,11.552,16.7
3248,12.552,17.2
3249,13.552,16.7
3250,14.552,17.2
3251,15.552,16.7
3252,16.552,17.2
3253,17.552,16.7
3254,18.552,17.2
3255,19.552,16.7
3256,20.552,17.2
3257,21.552,16.7
3258,22.552,17.2
3259,23.552,16.7
3260,24.552,17.2
3261,25.552,16.7
3262,26.552,17.2
3263,27.552,16.7
3264,28.552,17.2
3265,29.552,16.7
3266,30.552,17.2
3267,31.552,16.7
3268,32.552,17.2
3269,33.552,16.7
3270,34.552,17.2
3285,-34.448,17.7
3286,-33.448,18.2
3287,-32.448,17.7
3288,-31.448,18.2
3289,-30.448,17.7
3290,-29.448,18.2
3291,-28.448,17.7
3292,-27.448,18.2
3293,-26.448,17.7
3294,-25.448,18.2
3295,-24.448,17.7
3296,-23.448,18.2
3297,-22.448,17.7
3298,-21.448,18.2
3299,-20.448,17.7
3300,-19.448,18.2
3301,-18.448,17.7
3302,-17.448,18.2
3303,-16.448,17.7
3304,-15.448,18.2
3305,-14.448,17.7
3306,-13.448,18.2
3307,-12.448,17.7
3308,-11.448,18.2
3309,-10.448,17.7
3310,-9.448,18.2
3311,-8.448,17.7
3312,-7.448,18.2
3313,-6.448,17.7
3314,-5.448,18.2
3315,-4.448,17.7
3316,-3.448,18.2
3317,-2.448,17.7
3318,-1.448,18.2
3319,-0.448,17.7
3320,0.552,18.2
3321,1.552,17.7
3322,2.552,18.2
3323,3.552,17.7
3324,4.552,18.2
3325,5.552,17.7
3326,6.552,18.2
3327,7.552,17.7
3328,8.552,18.2
3329,9.552,17.7
3330,10.552,18.2
3331,11.552,17.7
3332,12.552,18.2
3333,13.552,17.7
3334,14.552,18.2
3335,15.552,17.7
3336,16.552,18.2
3337,17.552,17.7
3338,18.552,18.2
3339,19.552,17.7
3340,20.552,18.2
3341,21.552,17.7
3342,22.552,18.2
3343,23.552,17.7
3344,24.552,18.2
3345,25.552,17.7
3346,26.552,18.2
3347,27.552,17.7
3348,28.552,18.2
3349,29.552,17.7
3350,30.552,18.2
3351,31.552,17.7
3352,32.552,18.2
3353,33.552,17.7
3354,34.552,18.2
3369,-34.448,18.7
3370,-33.448,19.2
3371,-32.448,18.7
3372,-31.448,19.2
3373,-30.448,18.7
3374,-29.448,19.2
3375,-28.448,18.7
3376,-27.448,19.2
3377,-26.448,18.7
3378,-25.448,19.2
3379,-24.448,18.7
3380,-23.448,19.2
3381,-22.448,18.7
3382,-21.448,19.2
3383,-20.448,18.7
3384,-19.448,19.2
3385,-18.448,18.7
3386,-17.448,19.2
3387,-16.448,18.7
3388,-15.448,19.2
3389,-14.448,18.7
3390,-13.448,19.2
3391,-12.448,18.7
3392,-11.448,19.2
3393,-10.448,18.7
3394,-9.448,19.2
3395,-8.448,18.7
3396,-7.448,19.2
3397,-6.448,18.7
3398,-5.448,19.2
3399,-4.448,18.7
3400,-3.448,19.2
3401,-2.448,18.7
3402,-1.448,19.2
3403,-0.448,18.7
3404,0.552,19.2
3405,1.552,18.7
3406,2.552,19.2
3407,3.552,18.7
3408,4.552,19.2
3409,5.552,18.7
3410,6.552,19.2
3411,7.552,18.7
3412,8.552,19.2
3413,9.552,18.7
3414,10.552,19.2
3415,11.552,18.7
3416,12.552,19.2
3417,13.552,18.7
3418,14.552,19.2
3419,15.552,18.7
3420,16.552,19.2
3421,17.552,18.7
3422,18.552,19.2
3423,19.552,18.7
3424,20.552,19.2
3425,21.552,18.7
3426,22.552,19.2
3427,23.552,18.7
3428,24.552,19.2
3429,25.552,18.7
3430,26.552,19.2
3431,27.552,18.7
3432,28.552,19.2
3433,29.552,18.7
3434,30.552,19.2
3435,31.552,18.7
3436,32.552,19.2
3437,33.552,18.7
3438,34.552,19.2
3452,-35.448,20.2
3453,-34.448,19.7
3454,-33.448,20.2
3455,-32.448,19.7
3456,-31.448,20.2
3457,-30.448,19.7
3458,-29.448,20.2
3459,-28.448,19.7
3460,-27.448,20.2
3461,-26.448,19.7
3462,-25.448,20.2
3463,-24.448,19.7
3464,-23.448,20.2
3465,-22.448,19.7
3466,-21.448,20.2
3467,-20.448,19.7
3468,-19.448,20.2
3469,-18.448,19.7
3470,-17.448,20.2
3471,-16.448,19.7
3472,-15.448,20.2
3473,-14.448,19.7
3474,-13.448,20.2
3475,-12.448,19.7
3476,-11.448,20.2
3477,-10.448,19.7
3478,-9.448,20.2
3479,-8.448,19.7
3480,-7.448,20.2
3481,-6.448,19.7
3482,-5.448,20.2
3483,-4.448,19.7
3484,-3.448,20.2
3485,-2.448,19.7
3486,-1.448,20.2
3487,-0.448,19.7
3488,0.552,20.2
3489,1.552,19.7
3490,2.552,20.2
3491,3.552,19.7
3492,4.552,20.2
3493,5.552,19.7
3494,6.552,20.2
3495,7.552,19.7
3496,8.552,20.2
3497,9.552,19.7
3498,10.552,20.2
3499,11.552,19.7
3500,12.552,20.2
3501,13.552,19.7
3502,14.552,20.2
3503,15.552,19.7
3504,16.552,20.2
3505,17.552,19.7
3506,18.552,20.2
3507,19.552,19.7
3508,20.552,20.2
3509,21.552,19.7
3510,22.552,20.2
3511,23.552,19.7
3512,24.552,20.2
3513,25.552,19.7
3514,26.552,20.2
3515,27.552,19.7
3516,28.552,20.2
3517,29.552,19.7
3518,30.552,20.2
3519,31.552,19.7
3520,32.552,20.2
3521,33.552,19.7
3522,34.552,20.2
3536,-35.448,21.2
3537,-34.448,20.7
3538,-33.448,21.2
3539,-32.448,20.7
3540,-31.448,21.2
3541,-30.448,20.7
3542,-29.448,21.2
3543,-28.448,20.7
3544,-27.448,21.2
3545,-26.448,20.7
3546,-25.448,21.2
3547,-24.448,20.7
3548,-23.448,21.2
3549,-22.448,20.7
3550,-21.448,21.2
3551,-20.448,20.7
3552,-19.448,21.2
3553,-18.448,20.7
3554,-17.448,21.2
3555,-16.448,20.7
3556,-15.448,21.2
3557,-14.448,20.7
3558,-13.448,21.2
3559,-12.448,20.7
3560,-11.448,21.2
3561,-10.448,20.7
3562,-9.448,21.2
3563,-8.448,20.7
3564,-7.448,21.2
3565,-6.448,20.7
3566,-5.448,21.2
3567,-4.448,20.7
3568,-3.448,21.2
3569,-2.448,20.7
3570,-1.448,21.2
3571,-0.448,20.7
3572,0.552,21.2
3573,1.552,20.7
3574,2.552,21.2
3575,3.552,20.7
3576,4.552,21.2
3577,5.552,20.7
3578,6.552,21.2
3579,7.552,20.7
3580,8.552,21.2
3581,9.552,20.7
3582,10.552,21.2
3583,11.552,20.7
3584,12.552,21.2
3585,13.552,20.7
3586,14.552,21.2
3587,15.552,20.7
3588,16.552,21.2
3589,17.552,20.7
3590,18.552,21.2
3591,19.552,20.7
3592,20.552,21.2
3593,21.552,20.7
3594,22.552,21.2
3595,23.552,20.7
3596,24.552,21.2
3597,25.552,20.7
3598,26.552,21.2
3599,27.552,20.7
3600,28.552,21.2
3601,29.552,20.7
3602,30.552,21.2
3603,31.552,20.7
3604,32.552,21.2
3605,33.552,20.7
3606,34.552,21.2
3619,-36.448,21.7
3620,-35.448,22.2
3621,-34.448,21.7
3622,-33.448,22.2
3623,-32.448,21.7
3624,-31.448,22.2
3625,-30.448,21.7
3626,-29.448,22.2
3627,-28.448,21.7
3628,-27.448,22.2
3629,-26.448,21.7
3630,-25.448,22.2
3631,-24.448,21.7
3632,-23.448,22.2
3633,-22.448,21.7
3634,-21.448,22.2
3635,-20.448,21.7
3636,-19.448,22.2
3637,-18.448,21.7
3638,-17.448,22.2
3639,-16.448,21.7
3640,-15.448,22.2
3641,-14.448,21.7
3642,-13.448,22.2
3643,-12.448,21.7
3644,-11.448,22.2
3645,-10.448,21.7
3646,-9.448,22.2
3647,-8.448,21.7
3648,-7.448,22.2
3649,-6.448,21.7
3650,-5.448,22.2
3651,-4.448,21.7
3652,-3.448,22.2
3653,-2.448,21.7
3654,-1.448,22.2
3655,-0.448,21.7
3656,0.552,22.2
3657,1.552,21.7
3658,2.552,22.2
3659,3.552,21.7
3660,4.552,22.2
3661,5.552,21.7
3662,6.552,22.2
3663,7.552,21.7
3664,8.552,22.2
3665,9.552,21.7
3666,10.552,22.2
3667,11.552,21.7
3668,12.552,22.2
3669,13.552,21.7
3670,14.552,22.2
3671,15.552,21.7
3672,16.552,22.2
3673,17.552,21.7
3674,18.552,22.2
3675,19.552,21.7
3676,20.552,22.2
3677,21.552,21.7
3678,22.552,22.2
3679,23.552,21.7
3680,24.552,22.2
3681,25.552,21.7
3682,26.552,22.2
3683,27.552,21.7
3684,28.552,22.2
3685,29.552,21.7
3686,30.552,22.2
3687,31.552,21.7
3688,32.552,22.2
3689,33.552,21.7
3690,34.552,22.2
3702,-37.448,23.2
3703,-36.448,22.7
3704,-35.448,23.2
3705,-34.448,22.7
3706,-33.448,23.2
3707,-32.448,22.7
3708,-31.448,23.2
3709,-30.448,22.7
3710,-29.448,23.2
3711,-28.448,22.7
3712,-27.448,23.2
3713,-26.448,22.7
3714,-25.448,23.2
3715,-24.448,22.7
3716,-23.448,23.2
3717,-22.448,22.7
3718,-21.448,23.2
3719,-20.448,22.7
3720,-19.448,23.2
3721,-18.448,22.7
3722,-17.448,23.2
3723,-16.448,22.7
3724,-15.448,23.2
3725,-14.448,22.7
3726,-13.448,23.2
3727,-12.448,22.7
3728,-11.448,23.2
3729,-10.448,22.7
3730,-9.448,23.2
3731,-8.448,22.7
3732,-7.448,23.2
3733,-6.448,22.7
3734,-5.448,23.2
3735,-4.448,22.7
3736,-3.448,23.2
3737,-2.448,22.7
3738,-1.448,23.2
3739,-0.448,22.7
3740,0.552,23.2
3741,1.552,22.7
3742,2.552,23.2
3743,3.552,22.7
3744,4.552,23.2
3745,5.552,22.7
3746,6.552,23.2
3747,7.552,22.7
3748,8.552,23.2
3749,9.552,22.7
3750,10.552,23.2
3751,11.552,22.7
3752,12.552,23.2
3753,13.552,22.7
3754,14.552,23.2
3755,15.552,22.7
3756,16.552,23.2
3757,17.552,22.7
3758,18.552,23.2
3759,19.552,22.7
3760,20.552,23.2
3761,21.552,22.7
3762,22.552,23.2
3763,23.552,22.7
3764,24.552,23.2
3765,25.552,22.7
3766,26.552,23.2
3767,27.552,22.7
3768,28.552,23.2
3769,29.552,22.7
3770,30.552,23.2
3771,31.552,22.7
3772,32.552,23.2
3773,33.552,22.7
3774,34.552,23.2
3786,-37.448,24.2
3787,-36.448,23.7
3788,-35.448,24.2
3789,-34.448,23.7
3790,-33.448,24.2
3791,-32.448,23.7
3792,-31.448,24.2
3793,-30.448,23.7
3794,-29.448,24.2
3795,-28.448,23.7
3796,-27.448,24.2
3797,-26.448,23.7
3798,-25.448,24.2
3799,-24.448,23.7
3800,-23.448,24.2
3801,-22.448,23.7
3802,-21.448,24.2
3803,-20.448,23.7
3804,-19.448,24.2
3805,-18.448,23.7
3806,-17.448,24.2
3807,-16.448,23.7
3808,-15.448,24.2
3809,-14.448,23.7
3810,-13.448,24.2
3811,-12.448,23.7
3812,-11.448,24.2
3813,-10.448,23.7
3814,-9.448,24.2
3815,-8.448,23.7
3816,-7.448,24.2
3817,-6.448,23.7
3818,-5.448,24.2
3819,-4.448,23.7
3820,-3.448,24.2
3821,-2.448,23.7
3822,-1.448,24.2
3823,-0.448,23.7
3824,0.552,24.2
3825,1.552,23.7
3826,2.552,24.2
3827,3.552,23.7
3828,4.552,24.2
3829,5.552,23.7
3830,6.552,24.2
3831,7.552,23.7
3832,8.552,24.2
3833,9.552,23.7
3834,10.552,24.2
3835,11.552,23.7
3836,12.552,24.2
3837,13.552,23.7
3838,14.552,24.2
3839,15.552,23.7
3840,16.552,24.2
3841,17.552,23.7
3842,18.552,24.2
3843,19.552,23.7
3844,20.552,24.2
3845,21.552,23.7
3846,22.552,24.2
3847,23.552,23.7
3848,24.552,24.2
3849,25.552,23.7
3850,26.552,24.2
3851,27.552,23.7
3852,28.552,24.2
3853,29.552,23.7
3854,30.552,24.2
3855,31.552,23.7
3856,32.552,24.2
3857,33.552,23.7
3858,34.552,24.2
